,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
4531,Landon Donovan,LA,M-F,6.0,2.0,233.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.39,25.0,2016,REG,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,Donovan,Landon,LA,LA,Donovan,Landon,F,LA,456000.0,456000.0,2016-09-15
4532,Cristian Martinez,CLB,M,5.0,2.0,197.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.46,25.0,2016,REG,0.0,0.0,0.0,0.0,50.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Martinez,Cristian,CLB,CLB,Martinez,Cristian,M,CLB,62508.0,67008.0,2016-09-15
4533,Cristian Martinez,CLB,M,5.0,2.0,197.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.46,25.0,2016,REG,0.0,0.0,0.0,0.0,50.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Martinez,Cristian,CLB,UNK,Martinez,Cristian,M,Unassigned,62508.0,67008.0,2016-05-15
4534,Dillon Serna,COL,M,9.0,3.0,280.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,0.32,20.0,2016,REG,0.0,0.0,0.0,0.0,60.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,Serna,Dillon,COL,COL,Serna,Dillon,M,COL,66000.0,79000.0,2016-05-15
4535,DaMarcus Beasley,HOU,D,24.0,24.0,1979.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.05,20.0,2016,REG,0.0,0.0,0.0,0.0,80.0,15.0,49.0,1.0,1.0,0.0,0.0,0.0,Beasley,DaMarcus,HOU,HOU,Beasley,DaMarcus,D,HOU,750000.0,813333.33,2016-05-15
4537,Jefferson Mena,NYC,D,16.0,16.0,1306.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.07,16.7,2016,REG,0.0,0.0,0.0,0.0,33.3,14.0,6.0,0.0,1.0,0.0,0.0,0.0,Mena,Jefferson,NYCFC,NYCFC,Mena,Jefferson,D,NYCFC,220000.0,231400.0,2016-05-15
4538,London Woodberry,NE,D,25.0,23.0,2068.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.04,16.7,2016,REG,0.0,0.0,0.0,0.0,50.0,31.0,9.0,2.0,7.0,0.0,0.0,0.0,Woodberry,London,NE,NE,Woodberry,London,D,NE,63000.0,63000.0,2016-05-15
4539,Alhaji Kamara,DC,F,8.0,2.0,173.0,1.0,0.0,7.0,2.0,1.0,0.0,1.0,0.52,14.3,2016,REG,0.0,0.0,0.0,0.0,28.6,8.0,1.0,3.0,0.0,0.0,0.0,0.0,Kamara,Alhaji,DC,DC,Kamara,Alhaji,F,DC,51500.0,59750.04,2016-05-15
4540,Anthony Jackson-Hamel,MTL,F,7.0,1.0,171.0,1.0,0.0,8.0,3.0,0.0,1.0,0.0,0.53,12.5,2016,REG,0.0,0.0,0.0,0.0,37.5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Jackson-Hamel,Anthony,MTL,MTL,Jackson-Hamel,Anthony,F,MTL,63000.0,63000.0,2016-05-15
4541,Ashley Cole,LA,D,26.0,25.0,2227.0,1.0,0.0,8.0,2.0,0.0,1.0,0.0,0.04,12.5,2016,REG,0.0,0.0,0.0,0.0,25.0,22.0,31.0,3.0,3.0,2.0,0.0,0.0,Cole,Ashley,LA,LA,Cole,Ashley,D,LA,300000.0,327625.0,2016-05-15
4542,Bobby Burling,COL,D,16.0,16.0,1415.0,1.0,0.0,10.0,2.0,0.0,0.0,1.0,0.06,10.0,2016,REG,0.0,0.0,0.0,0.0,20.0,21.0,11.0,0.0,4.0,0.0,0.0,0.0,Burling,Bobby,COL,COL,Burling,Bobby,D,COL,110000.0,116000.0,2016-05-15
4543,Alejandro Bedoya,PHI,M,10.0,10.0,844.0,1.0,0.0,10.0,4.0,0.0,0.0,1.0,0.11,10.0,2016,REG,0.0,0.0,0.0,0.0,40.0,24.0,7.0,2.0,3.0,0.0,0.0,0.0,Bedoya,Alejandro,PHI,PHI,Bedoya,Alejandro,M,PHI,1100004.0,1166254.0,2016-09-15
4544,Matt Hedges,DAL,D,26.0,26.0,2334.0,1.0,0.0,10.0,5.0,0.0,1.0,0.0,0.04,10.0,2016,REG,0.0,0.0,0.0,0.0,50.0,28.0,15.0,2.0,5.0,0.0,0.0,0.0,Hedges,Matt,DAL,DAL,Hedges,Matt,D,DAL,152000.0,152000.0,2016-05-15
4545,Kyle Bekker,MTL,M,18.0,13.0,1139.0,1.0,0.0,10.0,4.0,0.0,1.0,0.0,0.08,10.0,2016,REG,0.0,0.0,0.0,0.0,40.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,Bekker,Kyle,MTL,MTL,Bekker,Kyle,M,MTL,67942.0,94191.5,2016-05-15
4546,Jack Barmby,POR,M-D,19.0,2.0,381.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,0.24,9.1,2016,REG,0.0,0.0,0.0,0.0,45.5,7.0,8.0,0.0,1.0,0.0,0.0,0.0,Barmby,Jack,POR,POR,Barmby,Jack,M-F,POR,72000.0,73800.0,2016-09-15
4547,Jack Barmby,POR,M-D,19.0,2.0,381.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,0.24,9.1,2016,REG,0.0,0.0,0.0,0.0,45.5,7.0,8.0,0.0,1.0,0.0,0.0,0.0,Barmby,Jack,POR,POR,Barmby,Jack,M/D,POR,72000.0,73800.0,2016-05-15
4548,Frederic Brillant,DC,D,31.0,31.0,2790.0,1.0,0.0,11.0,4.0,0.0,1.0,0.0,0.03,9.1,2016,REG,0.0,0.0,0.0,0.0,36.4,21.0,12.0,0.0,4.0,0.0,0.0,0.0,Brillant,Frederic,DC,NYCFC,Brillant,Frederic,D,NYCFC,260000.0,299666.67,2016-05-15
4549,Cedrick Mabwati,CLB,M,17.0,6.0,593.0,1.0,0.0,12.0,5.0,0.0,1.0,0.0,0.15,8.3,2016,REG,0.0,0.0,0.0,0.0,41.7,4.0,5.0,3.0,0.0,0.0,0.0,0.0,Mabwati,Cedrick,CLB,CLB,Mabwati,Cedrick,M,CLB,235000.0,263350.0,2016-05-15
4550,Liam Ridgewell,POR,D,22.0,22.0,1980.0,1.0,0.0,12.0,4.0,1.0,1.0,0.0,0.05,8.3,2016,REG,0.0,0.0,0.0,0.0,33.3,25.0,30.0,2.0,6.0,0.0,0.0,0.0,Ridgewell,Liam,POR,POR,Ridgewell,Liam,D,POR,1100000.0,1250000.0,2016-05-15
4551,Daigo Kobayashi,NE,M,27.0,6.0,701.0,1.0,0.0,13.0,2.0,0.0,0.0,1.0,0.13,7.7,2016,REG,0.0,0.0,0.0,0.0,15.4,6.0,2.0,0.0,0.0,0.0,0.0,0.0,Kobayashi,Daigo,NE,NE,Kobayashi,Daigo,M,NE,120000.0,132000.0,2016-05-15
4553,Raul Rodriguez,HOU,D,25.0,24.0,2128.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.04,7.7,2016,REG,0.0,0.0,0.0,0.0,23.1,23.0,7.0,0.0,3.0,0.0,0.0,0.0,Rodriguez,Raul,HOU,HOU,Rodriguez,Raul,D,HOU,350000.0,379333.33,2016-05-15
4554,Brian Carroll,PHI,M,26.0,23.0,2094.0,1.0,0.0,14.0,3.0,0.0,0.0,1.0,0.04,7.1,2016,REG,0.0,0.0,0.0,0.0,21.4,40.0,9.0,1.0,6.0,0.0,0.0,0.0,Carroll,Brian,PHI,PHI,Carroll,Brian,M,PHI,120000.0,120000.0,2016-05-15
4555,Dairon Asprilla,POR,M-F,9.0,6.0,488.0,1.0,0.0,14.0,3.0,1.0,1.0,0.0,0.18,7.1,2016,REG,0.0,0.0,0.0,0.0,21.4,8.0,5.0,6.0,1.0,1.0,1.0,1.0,Asprilla,Dairon,POR,POR,Asprilla,Dairon,M-F,POR,76000.0,126000.0,2016-09-15
4556,Dairon Asprilla,POR,M-F,9.0,6.0,488.0,1.0,0.0,14.0,3.0,1.0,1.0,0.0,0.18,7.1,2016,REG,0.0,0.0,0.0,0.0,21.4,8.0,5.0,6.0,1.0,1.0,1.0,1.0,Asprilla,Dairon,POR,POR,Asprilla,Dairon,M/F,POR,76000.0,76000.0,2016-05-15
4557,Aaron Kovar,LFC,M,16.0,10.0,811.0,1.0,0.0,21.0,5.0,0.0,0.0,1.0,0.11,4.8,2016,REG,0.0,0.0,0.0,0.0,23.8,12.0,8.0,0.0,1.0,0.0,0.0,0.0,Kovar,Aaron,LAFC,SEA,Kovar,Aaron,M,SEA,63000.0,63200.0,2016-05-15
4558,Khaly Thiam,CHI,M,20.0,15.0,1285.0,1.0,0.0,21.0,3.0,0.0,0.0,1.0,0.07,4.8,2016,REG,0.0,0.0,0.0,0.0,14.3,27.0,14.0,0.0,3.0,1.0,0.0,0.0,Thiam,Khaly,CHI,CHI,Thiam,Khaly,M,CHI,144000.0,144000.0,2016-05-15
4559,Nick DeLeon,DC,D,32.0,27.0,2509.0,1.0,0.0,34.0,10.0,0.0,1.0,0.0,0.04,2.9,2016,REG,0.0,0.0,0.0,0.0,29.4,21.0,16.0,2.0,5.0,0.0,0.0,0.0,DeLeon,Nick,DC,DC,DeLeon,Nick,M,DC,235000.0,235000.0,2016-05-15
4560,Boniek Garcia,HOU,M,31.0,24.0,2249.0,0.0,9.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,7.0,0.36,16.0,35.0,58.0,3.0,4.0,0.0,0.0,0.0,Garcia,Boniek,HOU,HOU,Garcia,Boniek,M,HOU,225000.0,247500.0,2016-05-15
4562,Saad Abdul-Salaam,NYC,D,30.0,26.0,2377.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,4.0,2.0,0.23,20.0,32.0,19.0,4.0,1.0,0.0,0.0,0.0,Abdul-Salaam,Saad,NYCFC,KC,Abdul-Salaam,Saad,D,KC,63000.0,76750.0,2016-05-15
4563,Demar Phillips,RSL,D,29.0,23.0,2177.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,2.0,0.21,33.3,40.0,16.0,3.0,3.0,1.0,0.0,0.0,Phillips,Demar,RSL,RSL,Phillips,Demar,D,RSL,127500.0,135333.33,2016-05-15
4564,Ambroise Oyongo,MTL,D,27.0,26.0,2316.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,4.0,1.0,0.19,25.0,13.0,29.0,0.0,4.0,1.0,0.0,0.0,Oyongo,Ambroise,MTL,MTL,Oyongo,Ambroise,D,MTL,100000.0,100000.0,2016-05-15
4565,Mohammed Saeid,CLB,M,25.0,24.0,2016.0,0.0,5.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,5.0,0.0,0.22,15.0,14.0,37.0,1.0,2.0,0.0,0.0,0.0,Saeid,Mohammed,CLB,CLB,Saeid,Mohammed,M,CLB,110000.0,120000.0,2016-05-15
4566,Mekeil Williams,COL,D,21.0,17.0,1468.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,1.0,0.25,0.0,12.0,9.0,1.0,5.0,0.0,0.0,0.0,Williams,Mekeil,COL,COL,Williams,Mekeil,D,COL,85000.0,85000.0,2016-05-15
4567,Corey Ashe,CLB,M,18.0,14.0,1214.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,2.0,2.0,0.3,0.0,7.0,18.0,0.0,1.0,0.0,0.0,0.0,Ashe,Corey,CLB,CLB,Ashe,Corey,D,CLB,95000.0,105500.0,2016-05-15
4568,Marco Donadel,MTL,M,21.0,18.0,1515.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,1.0,0.24,11.1,40.0,21.0,0.0,5.0,0.0,0.0,0.0,Donadel,Marco,MTL,MTL,Donadel,Marco,M,MTL,350000.0,386666.67,2016-05-15
4569,Gershon Koffie,NE,M,22.0,19.0,1545.0,0.0,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,2.0,0.23,27.8,38.0,41.0,0.0,8.0,1.0,0.0,0.0,Koffie,Gershon,NE,NE,Koffie,Gershon,M,NE,250000.0,261000.0,2016-05-15
4570,Jelle Van Damme,LA,D,28.0,28.0,2436.0,0.0,4.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,1.0,0.15,8.3,44.0,15.0,3.0,9.0,0.0,0.0,0.0,Van Damme,Jelle,LA,LA,Van Damme,Jelle,D,LA,425000.0,468750.0,2016-05-15
4571,Marc Burch,MIN,D,28.0,27.0,2443.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,2.0,1.0,0.11,50.0,25.0,10.0,0.0,9.0,0.0,0.0,0.0,Burch,Marc,MIN,COL,Burch,Marc,D,COL,120000.0,120000.0,2016-05-15
4572,Rafael Ramos,CHI,D,12.0,12.0,1015.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,2.0,0.27,25.0,12.0,6.0,0.0,2.0,0.0,0.0,0.0,Ramos,Rafael,CHI,ORL,Ramos,Rafael,D,ORL,96000.0,96000.0,2016-05-15
4573,Waylon Francis,SEA,D,19.0,13.0,1233.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,3.0,0.0,0.22,20.0,18.0,9.0,3.0,2.0,0.0,0.0,0.0,Francis,Waylon,SEA,CLB,Francis,Waylon,D,CLB,200000.0,200000.0,2016-05-15
4574,Luke Boden,ORL,D,20.0,19.0,1613.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,2.0,1.0,0.17,0.0,19.0,10.0,1.0,2.0,0.0,0.0,0.0,Boden,Luke,ORL,ORL,Boden,Luke,D,ORL,82500.0,82500.0,2016-05-15
4576,Brandon Vincent,CHI,D,26.0,24.0,2191.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,0.0,0.12,12.5,33.0,13.0,1.0,1.0,0.0,0.0,0.0,Vincent,Brandon,CHI,CHI,Vincent,Brandon,D,CHI,70000.0,91875.0,2016-05-15
4577,Scott Caldwell,NE,M,32.0,31.0,2622.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,3.0,0.0,0.1,11.1,35.0,34.0,0.0,6.0,0.0,0.0,0.0,Caldwell,Scott,NE,NE,Caldwell,Scott,M,NE,100000.0,110000.0,2016-05-15
4578,Rodrigo Ramos,CHI,D,21.0,16.0,1484.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,2.0,0.18,11.1,25.0,27.0,1.0,4.0,0.0,0.0,0.0,Ramos,Rodrigo,CHI,CHI,Ramos,Rodrigo,D,CHI,80000.0,84000.0,2016-05-15
4579,Jermaine Taylor,POR,D,23.0,21.0,1841.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,2.0,0.15,22.2,27.0,4.0,2.0,4.0,0.0,0.0,0.0,Taylor,Jermaine,POR,POR,Taylor,Jermaine,D,POR,150000.0,150000.0,2016-05-15
4581,Michael Parkhurst,ATL,D,34.0,34.0,3036.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.06,0.0,11.0,18.0,0.0,2.0,1.0,0.0,0.0,Parkhurst,Michael,ATL,CLB,Parkhurst,Michael,D,CLB,275000.0,300000.0,2016-05-15
4582,Michael Stephens,CHI,M,17.0,11.0,948.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,2.0,0.19,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,Stephens,Michael,CHI,CHI,Stephens,Michael,M,CHI,105000.0,115000.0,2016-05-15
4583,Mark Bloom,TOR,D,7.0,5.0,339.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.53,50.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,Bloom,Mark,TOR,TOR,Bloom,Mark,D,TOR,94500.0,101848.89,2016-05-15
4584,Tyrone Mears,MIN,D,32.0,32.0,2835.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.06,0.0,33.0,22.0,1.0,3.0,0.0,0.0,0.0,Mears,Tyrone,MIN,SEA,Mears,Tyrone,D,SEA,175000.0,184000.0,2016-05-15
4585,Donny Toia,OCS,M-D,17.0,15.0,1365.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.13,20.0,17.0,4.0,1.0,2.0,0.0,0.0,0.0,Toia,Donny,ORL,MTL,Toia,Donny,D,MTL,67500.0,67500.0,2016-05-15
4586,Nicolai Naess,CLB,D,13.0,13.0,1156.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,1.0,0.16,50.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,Naess,Nicolai,CLB,CLB,Naess,Nicolai,D,CLB,200004.0,207504.0,2016-09-15
4587,Chris Duvall,MTL,D,25.0,20.0,1889.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.1,11.1,19.0,26.0,1.0,4.0,1.0,0.0,0.0,Duvall,Chris,MTL,NY,Duvall,Chris,D,NYRB,63000.0,63000.0,2016-05-15
4588,Cordell Cato,SJ,F,21.0,15.0,1391.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,1.0,0.13,33.3,9.0,18.0,1.0,0.0,0.0,0.0,0.0,Cato,Cordell,SJ,SJ,Cato,Cordell,M,SJ,112500.0,114166.67,2016-09-15
4589,Cordell Cato,SJ,F,21.0,15.0,1391.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,1.0,0.13,33.3,9.0,18.0,1.0,0.0,0.0,0.0,0.0,Cato,Cordell,SJ,SJ,Cato,Cordell,M/D,SJ,112500.0,114166.67,2016-05-15
4591,Armando Cooper,TOR,M,6.0,4.0,390.0,0.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.46,27.3,8.0,19.0,0.0,0.0,0.0,0.0,0.0,Cooper,Armando,TOR,TOR,Cooper,Armando,M,TOR,180000.0,193333.33,2016-09-15
4592,Servando Carrasco,LA,M,31.0,21.0,2001.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,2.0,0.0,0.09,25.0,37.0,7.0,0.0,5.0,0.0,0.0,0.0,Carrasco,Servando,LA,ORL,Carrasco,Servando,M,ORL,95000.0,99625.0,2016-05-15
4593,Erik Friberg,SEA,M,25.0,18.0,1582.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,2.0,0.0,0.11,16.7,17.0,5.0,1.0,4.0,0.0,0.0,0.0,Friberg,Erik,SEA,SEA,Friberg,Erik,M,SEA,240000.0,262500.0,2016-05-15
4594,Jay Chapman,TOR,M,18.0,9.0,780.0,0.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.23,41.7,14.0,9.0,0.0,1.0,0.0,0.0,0.0,Chapman,Jay,TOR,TOR,Chapman,Jay,M,TOR,75000.0,93500.0,2016-05-15
4595,Benoit Cheyrou,TOR,M,14.0,9.0,800.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,1.0,0.23,15.4,9.0,3.0,0.0,2.0,1.0,0.0,0.0,Cheyrou,Benoit,TOR,TOR,Cheyrou,Benoit,M,TOR,250000.0,259333.33,2016-05-15
4596,Sal Zizzo,NY,D,28.0,20.0,1920.0,0.0,2.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,1.0,0.09,27.8,15.0,13.0,3.0,2.0,0.0,0.0,0.0,Zizzo,Sal,NY,NY,Zizzo,Sal,D/M,NYRB,105000.0,105000.0,2016-05-15
4597,Sal Zizzo,NY,D,28.0,20.0,1920.0,0.0,2.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,1.0,0.09,27.8,15.0,13.0,3.0,2.0,0.0,0.0,0.0,Zizzo,Sal,NY,NY,Zizzo,Sal,M,NYRB,105000.0,105000.0,2016-09-15
4599,Carlos Gruezo,DAL,M,27.0,26.0,2240.0,0.0,2.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.08,12.5,55.0,14.0,1.0,9.0,0.0,0.0,0.0,Gruezo,Carlos,DAL,DAL,Gruezo,Carlos,M,DAL,450000.0,686500.0,2016-05-15
4601,Kip Colvey,COL,D,4.0,3.0,315.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.29,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Colvey,Kip,COL,SJ,Colvey,Kip,D,SJ,51500.0,51499.92,2016-05-15
4602,Marvell Wynne,SJ,D,32.0,31.0,2769.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.03,0.0,22.0,16.0,1.0,3.0,0.0,0.0,0.0,Wynne,Marvell,SJ,SJ,Wynne,Marvell,D,SJ,213750.0,224375.0,2016-05-15
4603,Chance Myers,POR,D,11.0,6.0,559.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,0.0,0.16,0.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,Myers,Chance,POR,KC,Myers,Chance,D,KC,200000.0,225000.0,2016-05-15
4605,Hadji Barry,ORL,F,8.0,4.0,293.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.31,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Barry,Hadji,ORL,ORL,Barry,Hadji,F,ORL,62500.0,67062.5,2016-09-15
4606,Hadji Barry,ORL,F,8.0,4.0,293.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.31,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Barry,Hadji,ORL,ORL,Barry,Hadji,M/F,ORL,62500.0,62500.0,2016-05-15
4607,Oniel Fisher,SEA,M-D,6.0,2.0,232.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.39,0.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,Fisher,Oniel,SEA,SEA,Fisher,Oniel,M-D,SEA,62500.0,62500.0,2016-09-15
4608,Oniel Fisher,SEA,M-D,6.0,2.0,232.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.39,0.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,Fisher,Oniel,SEA,SEA,Fisher,Oniel,M/D,SEA,62500.0,62500.0,2016-05-15
4609,Dennis Castillo,COL,D,4.0,1.0,123.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.73,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Castillo,Dennis,COL,COL,Castillo,Dennis,D,COL,51500.0,51500.04,2016-05-15
4610,Walter Restrepo,PHI,M,4.0,0.0,81.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,1.11,100.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Restrepo,Walter,PHI,PHI,Restrepo,Walter,M,PHI,125000.0,139500.0,2016-05-15
4611,Michael Harrington,CHI,D,19.0,16.0,1291.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,0.0,0.07,50.0,10.0,7.0,2.0,0.0,1.0,0.0,0.0,Harrington,Michael,CHI,CHI,Harrington,Michael,D,CHI,125000.0,125000.0,2016-05-15
4612,Raymon Gaddis,PHI,D,7.0,5.0,514.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.18,50.0,7.0,6.0,0.0,4.0,0.0,0.0,0.0,Gaddis,Raymon,PHI,PHI,Gaddis,Raymon,D,PHI,150000.0,152500.0,2016-05-15
4613,Josh Williams,CLB,D,15.0,11.0,918.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.1,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,Williams,Josh,CLB,TOR,Williams,Josh,D,TOR,131250.0,131250.0,2016-05-15
4614,Steven Beitashour,LFC,D,29.0,29.0,2563.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.04,0.0,34.0,32.0,1.0,5.0,0.0,0.0,0.0,Beitashour,Steven,LAFC,TOR,Beitashour,Steven,D,TOR,230000.0,244000.0,2016-05-15
4615,Eric Alexander,HOU,M,22.0,15.0,1374.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.07,33.3,14.0,8.0,0.0,1.0,0.0,0.0,0.0,Alexander,Eric,HOU,HOU,Alexander,Eric,M,HOU,165000.0,178750.0,2016-09-15
4616,Eric Alexander,HOU,M,22.0,15.0,1374.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.07,33.3,14.0,8.0,0.0,1.0,0.0,0.0,0.0,Alexander,Eric,HOU,MTL,Alexander,Eric,M,MTL,165000.0,178750.0,2016-05-15
4617,Andoni Iraola,NYC,D,29.0,25.0,2180.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.04,0.0,22.0,17.0,0.0,3.0,0.0,0.0,0.0,Iraola,Andoni,NYCFC,NYCFC,Iraola,Andoni,D,NYCFC,200004.0,200004.0,2016-05-15
4618,Andrew Farrell,NE,D,33.0,32.0,2891.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,0.0,0.03,33.3,15.0,20.0,1.0,1.0,0.0,0.0,0.0,Farrell,Andrew,NE,NE,Farrell,Andrew,D,NE,148500.0,229500.0,2016-05-15
4619,Diego Martinez,NYC,D,4.0,2.0,263.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.34,33.3,6.0,2.0,0.0,1.0,0.0,0.0,0.0,Martinez,Diego,NYCFC,NYCFC,Martinez,Diego,D,NYCFC,135000.0,135000.0,2016-05-15
