,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
5712,Carlos Valdes,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,PHI,180000.0,180000.0,2011-09-01
5713,Frederick Braun,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,POR,Braun,Frederick,M,POR,32600.0,32600.04,2011-09-01
5714,Michael Chabala,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,POR,Chabala,Michael,M,POR,67500.0,75833.33,2011-09-01
5715,Mamdou Danso,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,POR,Danso,Mamdou,D,POR,75000.0,75000.0,2011-09-01
5716,Eddie Johnson,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,POR,Johnson,Eddie,F,POR,80000.0,88000.0,2011-09-01
5717,Rodrigo Lopez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,POR,Lopez,Rodrigo,M,POR,32604.0,32604.0,2011-09-01
5718,Christopher Taylor,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,POR,Taylor,Christopher,D,POR,32600.0,32600.04,2011-09-01
5719,Christopher Agorsor,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,RSL,Agorsor,Christopher,F,RSL,32604.0,32604.0,2011-09-01
5720,Jean Alexandre,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,RSL,Alexandre,Jean,M,RSL,42000.0,42000.0,2011-09-01
5721,Paulo Araujo Jr.,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,RSL,Araujo Jr.,Paulo,F,RSL,42000.0,42000.0,2011-09-01
5722,Anthony Beltran,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,RSL,100000.0,135500.0,2011-09-01
5723,Nelson Gonzalez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,RSL,Gonzalez,Nelson,M-F,RSL,42008.0,42008.0,2011-09-01
5724,Jamison Olave,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,RSL,Olave,Jamison,D,RSL,124992.0,174992.0,2011-09-01
5725,Alvaro Fernandez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SEA,Fernandez,Alvaro,M,SEA,300000.0,366666.67,2011-09-01
5726,Michael Fucito,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SEA,Fucito,Michael,MF,SEA,42000.0,42000.0,2011-09-01
5727,Leonardo Gonzalez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,SEA,110000.0,110000.0,2011-09-01
5728,John Kennedy Hurtado,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SEA,Hurtado,John Kennedy,D,SEA,135000.0,136000.0,2011-09-01
5729,Miguel Montano,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SEA,Montano,Miguel,F,SEA,32604.0,32604.0,2011-09-01
5730,Michael Seamon,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SEA,Seamon,Michael,M,SEA,42000.0,42000.0,2011-09-01
5731,Nana Attakora-Gyan,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SJ,Attakora-Gyan,Nana,D,SJ,45000.0,45000.0,2011-09-01
5732,Andre Luiz Moreira,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,SJ,Luiz Moreira,Andre,M,SJ,72000.0,72000.0,2011-09-01
5733,Matthew Stinson,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,TOR,Stinson,Matthew,M,TFC,32604.0,32604.0,2011-09-01
5734,Jay Demerit,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,VAN,Demerit,Jay,D,VAN,300000.0,350000.0,2011-09-01
5735,Juan David Duque,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHI,Duque,Juan David,D,CHI,44000.0,44000.04,2012-05-15
5736,Alvaro Fernandez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHI,Fernandez,Alvaro,M,CHI,300000.0,366666.67,2012-08-01
5737,Alvaro Fernandez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SEA,Fernandez,Alvaro,M,SEA,300000.0,366666.67,2012-05-15
5738,Daniel Gargan,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHI,Gargan,Daniel,M,CHI,88000.0,88000.0,2012-05-15
5739,Sebastian Grazzini,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHI,Grazzini,Sebastian,M,CHI,50400.0,50400.0,2012-05-15
5740,Pavel Pardo,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHI,Pardo,Pavel,M,CHI,250000.0,250000.0,2012-05-15
5741,Miller Bolanos,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHV,Bolanos,Miller,M,CHV,48000.0,48000.0,2012-05-15
5742,Jose Correa,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHV,Correa,Jose,F,CHV,48000.0,48000.0,2012-05-15
5743,Jose Erik Correa,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHV,Correa,Jose Erik,F,CHV,48000.0,48000.0,2012-08-01
5744,Marco Delgado,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHV,Delgado,Marco,M,CHV,44000.0,46500.0,2012-05-15
5745,Jorge Villafana,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CHV,Villafana,Jorge,F,CHV,66000.0,67666.67,2012-08-01
5746,Bernardo Anor,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CLB,Anor,Bernardo,M,CLB,44100.0,44100.0,2012-05-15
5747,Dilaver Duka,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CLB,Duka,Dilaver,M,CLB,110000.0,243000.0,2012-05-15
5748,Tommy Heinemann,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CLB,Heinemann,Tommy,F,CLB,47250.0,47250.0,2012-05-15
5749,Sebastian Miranda,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CLB,Miranda,Sebastian,D,CLB,135000.0,140000.0,2012-05-15
5750,Emilio Renteria,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CLB,Renteria,Emilio,F,CLB,132000.0,133875.0,2012-05-15
5751,Nemanja Vukovich,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,CLB,Vukovich,Nemanja,D,CLB,108000.0,125500.0,2012-05-15
5752,David Armstrong,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,COL,Armstrong,David,M,COL,44100.0,53564.29,2012-05-15
5753,Jaime Castrillon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,COL,Castrillon,Jaime,M,COL,50000.0,68375.0,2012-05-15
5754,Luis Eduardo Schmidt,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,COL,Schmidt,Luis Eduardo,M-F,COL,120000.0,139458.33,2012-05-15
5755,Jair Benitez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DAL,Benitez,Jair,D,DAL,80000.0,80000.0,2012-05-15
5756,Blas Perez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DAL,Perez,Blas,F,DAL,285000.0,309250.0,2012-05-15
5757,Hernan Pertuz,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DAL,Pertuz,Hernan,D,DAL,84000.0,84000.0,2012-05-15
5758,Carlos Rodriguez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DAL,Rodriguez,Carlos,D,DAL,55008.0,64383.0,2012-05-15
5759,Michael Chabala,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DC,Chabala,Michael,M,DC,75000.0,83333.33,2012-10-01
5760,Michael Chabala,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Chabala,Michael,M,POR,75000.0,83333.33,2012-05-15
5761,Dwayne DeRosario,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DC,DeRosario,Dwayne,M,DC,617857.0,663190.53,2012-05-15
5762,Nick Deleon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,DC,Deleon,Nick,M,DC,44000.0,79000.0,2012-08-01
5763,Oscar Garcia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,HOU,Garcia,Oscar,F,HOU,120000.0,151250.0,2012-08-01
5764,Andrew Hainault,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,HOU,Hainault,Andrew,D,HOU,150000.0,163125.0,2012-05-15
5765,Oscar Recio,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,HOU,Recio,Oscar,D,HOU,33750.0,33750.0,2012-05-15
5766,Olukorede Aiyegbusi,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,KC,Aiyegbusi,Olukorede,D,KC,44100.0,44100.0,2012-05-15
5767,Julio Cesar,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,KC,Cesar,Julio,D,KC,252000.0,255750.0,2012-05-15
5768,Aurelien Collin,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,KC,Collin,Aurelien,D,KC,210000.0,216250.0,2012-05-15
5769,Cyprian Hedrick,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,KC,Hedrick,Cyprian,M,KC,33756.0,33756.0,2012-05-15
5770,AJ DeLaGarza,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,LA,90000.0,112500.0,2012-05-15
5771,Daniel Keat,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,LA,Keat,Daniel,M,LA,46200.0,68700.0,2012-05-15
5772,David Junior Lopes,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,LA,Lopes,David Junior,D,LA,47250.0,47250.0,2012-05-15
5773,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,LA,90000.0,131250.0,2012-05-15
5774,Christian Vilhelmsson,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,LA,Vilhelmsson,Christian,F,LA,168000.0,190650.0,2012-10-01
5775,Joseph Villareal,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,LA,Villareal,Joseph,M,LA,33750.0,35625.0,2012-05-15
5776,Gienir Garcia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,MTL,Garcia,Gienir,D,MTL,33750.0,33750.0,2012-05-15
5777,Joshua Gardner,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,MTL,Gardner,Joshua,M,MTL,54120.0,54120.0,2012-05-15
5778,Felipe Martins,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,MTL,Martins,Felipe,M,MTL,120000.0,120000.0,2012-05-15
5779,Miguel Montano,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,MTL,Montano,Miguel,F,MTL,44000.0,44000.0,2012-05-15
5780,Jerry Bengston,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NE,Bengston,Jerry,F,NE,120000.0,120000.0,2012-08-01
5781,Fernando Cardenas,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NE,Cardenas,Fernando,M/F,NE,99996.0,99996.0,2012-05-15
5782,Dmitry Imbongo,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NE,Imbongo,Dmitry,F,NE,70000.0,79874.96,2012-08-01
5783,Jose Moreno,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NE,Moreno,Jose,F,NE,144000.0,149000.0,2012-05-15
5784,Bjorn Runstrom,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NE,Runstrom,Bjorn,F,NE,70008.0,76424.67,2012-05-15
5785,AJ Soares,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NE,Soares,AJ,D,NE,76450.0,116450.0,2012-05-15
5786,Rodrigo Digao,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NY,Digao,Rodrigo,D,NY,90000.0,90000.0,2012-10-01
5787,Sebastian Le Toux,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NY,Le Toux,Sebastian,M,NY,145000.0,169000.0,2012-08-01
5788,Sebastian Le Toux,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,VAN,Le Toux,Sebastian,M,VAN,145000.0,169000.0,2012-05-15
5789,Rafael Marquez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,NY,Marquez,Rafael,D,NY,4600000.0,4600000.0,2012-05-15
5790,Gabriel Gomez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,PHI,Gomez,Gabriel,M,PHI,275000.0,294702.5,2012-05-15
5791,Porfirio Lopez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,PHI,Lopez,Porfirio,D,PHI,120000.0,125087.5,2012-05-15
5792,Josue Martinez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,PHI,Martinez,Josue,F,PHI,65000.0,71062.5,2012-05-15
5793,James McLaughlin,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,PHI,McLaughlin,James,M,PHI,48000.0,57000.0,2012-05-15
5794,Carlos Valdes,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,PHI,268000.0,268000.0,2012-05-15
5795,Fred Braun,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Braun,Fred,M,POR,44000.0,44000.0,2012-05-15
5796,Frederick Braun,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Braun,Frederick,M,POR,44000.0,44000.0,2012-08-01
5797,Mamdou Danso,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Danso,Mamdou,D,POR,82500.0,82500.0,2012-05-15
5798,Michael Fucito,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Fucito,Michael,MF,POR,44100.0,44100.0,2012-05-15
5799,Sebastian Rincon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Rincon,Sebastian,F,POR,33750.0,33750.0,2012-05-15
5800,Christopher Taylor,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Taylor,Christopher,D,POR,33750.0,33750.0,2012-05-15
5801,Jose Adolfo Valencia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,POR,Valencia,Jose Adolfo,F,POR,44000.0,44000.0,2012-05-15
5802,Yordany Alvarez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Alvarez,Yordany,M,RSL,44100.0,44100.0,2012-05-15
5803,Paulo Araujo Jr.,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Araujo Jr.,Paulo,F,RSL,75000.0,75000.0,2012-05-15
5804,Anthony Beltran,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,RSL,125000.0,160500.0,2012-05-15
5805,Kenny Mansally,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Mansally,Kenny,F,RSL,33750.0,35750.0,2012-08-01
5806,Nico Muniz,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Muniz,Nico,M,RSL,33750.0,35750.0,2012-05-15
5807,Jamison Olave,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Olave,Jamison,D,RSL,200000.0,250000.0,2012-05-15
5808,Juan Sebastian,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Sebastian,Juan,M,RSL,33750.0,33750.0,2012-05-15
5809,David Junior Viana,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,RSL,Viana,David Junior,M,RSL,44000.0,47450.04,2012-10-01
5810,Leonardo Gonzalez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,SEA,125000.0,125000.0,2012-05-15
5811,John Kennedy Hurtado,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SEA,Hurtado,John Kennedy,D,SEA,160000.0,161000.0,2012-05-15
5812,Michael Seamon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SEA,Seamon,Michael,M,SEA,33750.0,33750.0,2012-05-15
5813,Jean Alexandre,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SJ,Alexandre,Jean,M,SJ,44100.0,44100.0,2012-05-15
5814,Victor Bernardez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SJ,Bernardez,Victor,D,SJ,100000.0,100000.0,2012-05-15
5815,Marvin Chavez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SJ,Chavez,Marvin,M,SJ,150000.0,150000.0,2012-05-15
5816,Sercan Guvenisik,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SJ,Guvenisik,Sercan,F,SJ,90000.0,103333.33,2012-05-15
5817,Cesar Pizarro,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,SJ,Pizarro,Cesar,F,SJ,33756.0,33756.0,2012-05-15
5818,Matthew Stinson,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,TOR,Stinson,Matthew,M,TFC,44000.0,44000.0,2012-05-15
5819,Ibrahim Diop,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,UNK,Diop,Ibrahim,M,,70000.0,74250.0,2012-05-15
5820,Fernando Bonjour,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,VAN,Bonjour,Fernando,D,VAN,192000.0,276987.5,2012-08-01
5821,Martin Bonjour,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,VAN,Bonjour,Martin,D,VAN,192000.0,276987.5,2012-05-15
5822,Jay Demerit,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,VAN,Demerit,Jay,D,VAN,300000.0,350000.0,2012-05-15
5823,Orr Barouch,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHI,Barouch,Orr,F,CHI,46500.0,46500.0,2013-08-01
5824,Maicon Dos Santos,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHI,Dos Santos,Maicon,F,CHI,157000.0,164433.33,2013-05-01
5825,Dilaver Duka,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHI,Duka,Dilaver,M,CHI,140000.0,273000.0,2013-05-01
5826,Alvaro Fernandez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHI,Fernandez,Alvaro,M,CHI,300000.0,366666.67,2013-05-01
5827,Federico Puppo,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHI,Puppo,Federico,F,CHI,125000.0,125000.0,2013-05-01
5828,Egidio Rios,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHI,Rios,Egidio,M,CHI,768000.0,768000.0,2013-09-15
5829,Miller Bolanos,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Bolanos,Miller,M,CHV,54000.0,54000.0,2013-05-01
5830,Carlo Chueca,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Chueca,Carlo,M,CHV,35125.0,35125.0,2013-09-15
5831,Jose Erick Correa,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Correa,Jose Erick,F,CHV,60000.0,60000.0,2013-05-01
5832,Marco Delgado,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Delgado,Marco,M,CHV,50000.0,52500.0,2013-05-01
5833,Jaime Frias,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Frias,Jaime,D,CHV,60000.0,60000.0,2013-08-01
5834,Steven Purdy,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Purdy,Steven,D,CHV,80004.0,80004.0,2013-05-01
5835,Jorge Villafana,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,Villafana,Jorge,F,CHV,69300.0,70966.67,2013-05-01
5836,Mario de Luna,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CHV,de Luna,Mario,D,CHV,120000.0,120000.0,2013-05-01
5837,Bernardo Anor,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CLB,Anor,Bernardo,M,CLB,46500.0,46500.0,2013-05-01
5838,Glauber Berti,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,CLB,Berti,Glauber,D,CLB,215000.0,263333.33,2013-05-01
5839,David Armstrong,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,COL,Armstrong,David,M,COL,46500.0,55964.29,2013-05-01
5840,Jaime Castrillon,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,COL,Castrillon,Jaime,M,COL,46500.0,46500.0,2013-05-01
5841,Vincente Sanchez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,COL,Sanchez,Vincente,F,COL,144000.0,186187.5,2013-08-01
5842,Jair Benitez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Benitez,Jair,D,DAL,90000.0,90000.0,2013-05-01
5843,Danny Garcia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Garcia,Danny,M,DAL,48000.0,64000.0,2013-08-01
5844,Moises Hernandez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Hernandez,Moises,D,DAL,46500.0,48125.0,2013-05-01
5845,Erick Neres Da Cruz,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Neres Da Cruz,Erick,M,DAL,84000.0,85875.0,2013-09-15
5846,Michel Pereira,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Pereira,Michel,M/D,DAL,60000.0,81500.0,2013-05-01
5847,Blas Perez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Perez,Blas,F,DAL,300000.0,324250.0,2013-05-01
5848,JeVaughn Watson,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DAL,Watson,JeVaughn,M,DAL,100000.0,116875.0,2013-05-01
5849,Dwayne DeRosario,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DC,DeRosario,Dwayne,M,DC,600000.0,645333.33,2013-05-01
5850,Rafael Teixera,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,DC,Teixera,Rafael,F,DC,220000.0,284625.0,2013-05-01
5851,Oscar Boniek Garcia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,HOU,Boniek Garcia,Oscar,F,HOU,130000.0,161250.0,2013-05-01
5852,Michael Chabala,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,HOU,Chabala,Michael,M,HOU,55008.0,57508.0,2013-05-01
5853,Aurelien Collin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,KC,Collin,Aurelien,D,KC,250000.0,256250.0,2013-05-01
5854,Joshua Gardner,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,KC,Gardner,Joshua,M,KC,60000.0,60000.0,2013-05-01
5855,Jerome Mechack,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,KC,Mechack,Jerome,D,KC,35125.0,35125.0,2013-05-01
5856,AJ DeLaGarza,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,LA,120000.0,142500.0,2013-05-01
5857,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,LA,95000.0,95000.0,2013-05-01
5858,Joseph Villareal,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,LA,Villareal,Joseph,M,LA,46500.0,48375.0,2013-05-01
5859,Joseph Villarreal,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,LA,Villarreal,Joseph,M,LA,46500.0,48375.0,2013-08-01
5860,Felipe Martins,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,MTL,Martins,Felipe,M,MTL,150000.0,152500.0,2013-05-01
5861,Adrian Lopez Rodriguez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,MTL,Rodriguez,Adrian Lopez,D,MTL,180000.0,180000.0,2013-08-01
5862,Zarek Valentin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,MTL,Valentin,Zarek,D,MTL,100000.0,152000.0,2013-05-01
5863,Kalifa Cisse,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NE,Cisse,Kalifa,M,NE,400000.0,445000.0,2013-05-01
5864,Jose Goncalves,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NE,Goncalves,Jose,D,NE,75000.0,104375.0,2013-05-01
5865,Matthew Horth,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NE,Horth,Matthew,F,NE,35125.0,35125.0,2013-05-01
5866,AJ Soares,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NE,Soares,AJ,D,NE,103345.0,143345.0,2013-05-01
5867,Rodrigo Digao,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NY,Digao,Rodrigo,D,NY,200000.0,200000.0,2013-05-01
5868,Rafhael Domingues,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NY,Domingues,Rafhael,F,NY,35125.0,35125.0,2013-05-01
5869,Jamison Olave,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,NY,Olave,Jamison,D,NY,275000.0,325000.0,2013-05-01
5870,Gilberto Dos Santos,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,PHI,Dos Santos,Gilberto,M,PHI,60000.0,80000.0,2013-08-01
5871,Fabinho Fabinho,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,PHI,Fabinho,Fabinho,D,PHI,78000.0,82500.0,2013-08-01
5872,Sebastian Le Toux,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,PHI,Le Toux,Sebastian,M,PHI,200000.0,212812.5,2013-05-01
5873,James McLaughlin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,PHI,McLaughlin,James,M,PHI,60000.0,69000.0,2013-05-01
5874,Zach Pfeffer,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,PHI,Pfeffer,Zach,M,PHI,65000.0,75000.0,2013-05-01
5875,Carlos Valdes,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,PHI,321000.0,321000.0,2013-05-01
5876,Pa Modou Kah,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,POR,Kah,Pa Modou,D,POR,64000.0,68999.96,2013-08-01
5877,Sebastian Rincon,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,POR,Rincon,Sebastian,F,POR,46500.0,46500.0,2013-05-01
5878,Jose Adolfo Valencia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,POR,Valencia,Jose Adolfo,F,POR,50000.0,65000.0,2013-05-01
