,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,First Name,Last Name,Club_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Base Salary,Guaranteed Compensation
5630,Andrew Hainault,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,HOU,Hainault,Andrew,D,110000.0,123125.0
5631,Francisco Navas,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,HOU,Navas,Francisco,M,40000.0,40000.0
5632,Olukorede Aiyegbusi,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,KC,Aiyegbusi,Olukorede,D,40000.0,40000.0
5633,Stephane Auvray,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,KC,Auvray,Stephane,M,140000.0,148125.0
5634,Ibrahim Diop,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,KC,Diop,Ibrahim,M,57000.0,58250.0
5635,Nick Kounenakis,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,KC,Kounenakis,Nick,D,60000.0,70000.0
5636,AJ DeLaGarza,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,45100.0,45100.0
5637,Alex Dos Santos Cazumba,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,LA,Dos Santos Cazumba,Alex,D,70000.0,80000.0
5638,Juninho Gomes,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,LA,Gomes,Juninho,M,70000.0,80000.0
5639,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,70000.0,80000.0
5640,Israel Sesay,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,LA,Sesay,Israel,F,75000.0,107083.33
5641,Mkhokheli Dube,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,NE,Dube,Mkhokheli,F,80000.0,89000.0
5642,Kenny Mansally,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,NE,Mansally,Kenny,F-M,65000.0,72500.0
5643,Austin Da Luz,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,NY,Da Luz,Austin,M,40000.0,52125.0
5644,Rafael Marquez,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,NY,Marquez,Rafael,D,5544000.0,5544000.0
5645,Ibrahim Salou,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,NY,Salou,Ibrahim,F,264000.0,264000.0
5646,Christian Arrieta,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Arrieta,Christian,D,60000.0,64500.0
5647,Daniel Califf,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Califf,Daniel,D,250000.0,250000.0
5648,Fred Carreiro,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Carreiro,Fred,M-F,250000.0,282000.0
5649,Juan Diego Gonzalez,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Gonzalez,Juan Diego,D,180000.0,184462.5
5650,Sebastian Le Toux,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Le Toux,Sebastian,M,110000.0,122000.0
5651,JT Noone,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Noone,JT,M,40012.0,40012.08
5652,Michael Orozco,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,PHI,Orozco,Michael,D,150000.0,200000.0
5653,Jean Alexandre,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,RSL,Alexandre,Jean,M,40000.0,40000.0
5654,Anthony Beltran,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,75000.0,110500.0
5655,Robert Findley,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,RSL,Findley,Robert,F,73566.0,87316.0
5656,Nelson Gonzalez,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,RSL,Gonzalez,Nelson,M-F,40008.0,40008.0
5657,Jamison Olave,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,RSL,Olave,Jamison,D,225000.0,240000.0
5658,Alvaro Fernandez,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SEA,Fernandez,Alvaro,M,300000.0,300000.0
5659,Michael Fucito,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SEA,Fucito,Michael,MF,40000.0,40000.0
5660,Leonardo Gonzalez,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,72000.0,72000.0
5661,John Kennedy Hurtado,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SEA,Hurtado,John Kennedy,D,120000.0,121000.0
5662,Miguel Montano,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SEA,Montano,Miguel,F,40008.0,40008.0
5663,Michael Seamon,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SEA,Seamon,Michael,M,40000.0,40000.0
5664,Eduardo Da Silva,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SJ,Da Silva,Eduardo,F,48000.0,48000.0
5665,Omar Jassey,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SJ,Jassey,Omar,M,42000.0,47500.0
5666,Andre Luiz Moreira,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,SJ,Luiz Moreira,Andre,M,60000.0,60000.0
5667,Nana Attakora-Gyan,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Attakora-Gyan,Nana,D,40000.0,40000.0
5668,Dwayne DeRosario,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,DeRosario,Dwayne,M,375000.0,443750.0
5669,Daniel Gargan,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Gargan,Daniel,M,40000.0,40000.0
5670,Zachary Herold,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Herold,Zachary,D,60000.0,109166.67
5671,Fuad Ibrahim,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Ibrahim,Fuad,F,100000.0,133000.0
5672,Nane Joseph,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Joseph,Nane,M,40000.0,40000.0
5673,Miguel Mista Martinez,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Martinez,Miguel Mista,F,968736.0,987337.5
5674,Martin Saric,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Saric,Martin,M,90000.0,90000.0
5675,Maxim Usanov,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,TFC,Usanov,Maxim,D,96000.0,102250.0
5676,Michael Banner,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHI,Banner,Michael,D,42000.0,42000.0
5677,Daniel Gargan,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHI,Gargan,Daniel,M,70000.0,70000.0
5678,Sebastian Grazzini,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHI,Grazzini,Sebastian,M,48000.0,48000.0
5679,Kellen Gulley,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHI,Gulley,Kellen,F,48000.0,62000.0
5680,Pavel Pardo,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHI,Pardo,Pavel,M,129996.0,159996.0
5681,Laurent Courtois,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHV,Courtois,Laurent,M,60000.0,206000.0
5682,Bryan De La Fuente,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHV,De La Fuente,Bryan,M,50400.0,52200.0
5683,Simon Elliot,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHV,Elliot,Simon,M,75000.0,79000.0
5684,Jorge Flores,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHV,Flores,Jorge,F,60000.0,61666.67
5685,David Junior Lopes,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHV,Lopes,David Junior,D,45000.0,45000.0
5686,Michael Umana,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CHV,Umana,Michael,D,138000.0,145500.0
5687,Bernardo Anor,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Anor,Bernardo,M,42000.0,42000.0
5688,Jeffrey Cunningham,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Cunningham,Jeffrey,F,140000.0,152500.0
5689,Dilaver Duka,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Duka,Dilaver,M,90000.0,223000.0
5690,Joshua Gardner,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Gardner,Joshua,M,49200.0,49200.0
5691,Tommy Heinemann,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Heinemann,Tommy,F,42000.0,42000.0
5692,Andres Mendoza,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Mendoza,Andres,F,500000.0,595000.0
5693,Sebastian Miranda,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Miranda,Sebastian,D,110000.0,115000.0
5694,Emilio Renteria,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,CLB,Renteria,Emilio,F,120000.0,121875.0
5695,David Armstrong,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,COL,Armstrong,David,M,42000.0,51464.29
5696,Mike Holody,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,COL,Holody,Mike,D,32604.0,32604.0
5697,Joshua Janniere,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,COL,Janniere,Joshua,M,32604.0,32604.0
5698,Jair Benitez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,DAL,Benitez,Jair,D,150000.0,171250.0
5699,Marvin Chavez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,DAL,Chavez,Marvin,M,50000.0,50000.0
5700,Austin Da Luz,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,DC,Da Luz,Austin,M,44000.0,82375.0
5701,Dwayne DeRosario,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,DC,DeRosario,Dwayne,M,425000.0,493750.0
5702,Andrew Hainault,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,HOU,Hainault,Andrew,D,135000.0,148125.0
5703,Francisco Navas,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,HOU,Navas,Francisco,M,42000.0,46250.0
5704,Olukorede Aiyegbusi,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Aiyegbusi,Olukorede,D,42000.0,42000.0
5705,Julio Cesar,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Cesar,Julio,D,210000.0,213750.0
5706,Aurelien Collin,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Collin,Aurelien,D,185004.0,191254.0
5707,Ibrahim Diop,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Diop,Ibrahim,M,60000.0,64250.0
5708, Jeferson,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Jeferson,,F,429996.0,484996.0
5709,Joseph Peterson,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Peterson,Joseph,M,42000.0,42000.0
5710,Charles Sapong,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,KC,Sapong,Charles,F,42000.0,42000.0
5711,AJ DeLaGarza,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,55100.0,77600.0
5712,Juninho Gomes,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,LA,Gomes,Juninho,M,90000.0,100000.0
5713,Daniel Keat,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,LA,Keat,Daniel,M,42000.0,64500.0
5714,Miguel Lopez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,LA,Lopez,Miguel,M,45000.0,45000.0
5715,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,90000.0,100000.0
5716,Radivoje Lekic,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NE,Lekic,Radivoje,F,275004.0,275004.0
5717,Kenny Mansally,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NE,Mansally,Kenny,F-M,71500.0,79000.0
5718,AJ Soares,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NE,Soares,AJ,D,42000.0,82000.0
5719,Stephane Auvray,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NY,Auvray,Stephane,M,60000.0,80000.0
5720,Giorgi Chirgadze,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NY,Chirgadze,Giorgi,F,42000.0,42000.0
5721,Mychel Jones,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NY,Jones,Mychel,D,42000.0,42000.0
5722,Rafael Marquez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NY,Marquez,Rafael,D,4600000.0,4600000.0
5723,Marcos Paulo,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NY,Paulo,Marcos,F,82000.0,82000.0
5724,Teddy David Schneider,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,NY,Schneider,Teddy David,D,32604.0,32604.0
5725,Juan Diego Gonzalez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,PHI,Gonzalez,Juan Diego,D,189000.0,193462.5
5726,Sebastian Le Toux,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,PHI,Le Toux,Sebastian,M,155000.0,179000.0
5727,Carlos Valdes,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,180000.0,180000.0
5728,Frederick Braun,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,POR,Braun,Frederick,M,32600.0,32600.04
5729,Michael Chabala,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,POR,Chabala,Michael,M,67500.0,75833.33
5730,Mamdou Danso,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,POR,Danso,Mamdou,D,75000.0,75000.0
5731,Eddie Johnson,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,POR,Johnson,Eddie,F,80000.0,88000.0
5732,Rodrigo Lopez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,POR,Lopez,Rodrigo,M,32604.0,32604.0
5733,Christopher Taylor,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,POR,Taylor,Christopher,D,32600.0,32600.04
5734,Christopher Agorsor,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,RSL,Agorsor,Christopher,F,32604.0,32604.0
5735,Jean Alexandre,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,RSL,Alexandre,Jean,M,42000.0,42000.0
5736,Paulo Araujo Jr.,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,RSL,Araujo Jr.,Paulo,F,42000.0,42000.0
5737,Anthony Beltran,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,100000.0,135500.0
5738,Nelson Gonzalez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,RSL,Gonzalez,Nelson,M-F,42008.0,42008.0
5739,Jamison Olave,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,RSL,Olave,Jamison,D,124992.0,174992.0
5740,Alvaro Fernandez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SEA,Fernandez,Alvaro,M,300000.0,366666.67
5741,Michael Fucito,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SEA,Fucito,Michael,MF,42000.0,42000.0
5742,Leonardo Gonzalez,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,110000.0,110000.0
5743,John Kennedy Hurtado,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SEA,Hurtado,John Kennedy,D,135000.0,136000.0
5744,Miguel Montano,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SEA,Montano,Miguel,F,32604.0,32604.0
5745,Michael Seamon,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SEA,Seamon,Michael,M,42000.0,42000.0
5746,Nana Attakora-Gyan,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SJ,Attakora-Gyan,Nana,D,45000.0,45000.0
5747,Andre Luiz Moreira,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,SJ,Luiz Moreira,Andre,M,72000.0,72000.0
5748,Matthew Stinson,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,TFC,Stinson,Matthew,M,32604.0,32604.0
5749,Jay Demerit,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,VAN,Demerit,Jay,D,300000.0,350000.0
5750,Ibrahim Diop,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,Diop,Ibrahim,M,70000.0,74250.0
5751,Alex ,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHI,,Alex,M,96000.0,105950.0
5752,Juan David Duque,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHI,Duque,Juan David,D,44000.0,44000.04
5753,Alvaro Fernandez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHI,Fernandez,Alvaro,M,300000.0,366666.67
5754,Alvaro Fernandez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SEA,Fernandez,Alvaro,M,300000.0,366666.67
5755,Daniel Gargan,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHI,Gargan,Daniel,M,88000.0,88000.0
5756,Sebastian Grazzini,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHI,Grazzini,Sebastian,M,50400.0,50400.0
5757,Pavel Pardo,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHI,Pardo,Pavel,M,250000.0,250000.0
5758,Miller Bolanos,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHV,Bolanos,Miller,M,48000.0,48000.0
5759,Jose Correa,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHV,Correa,Jose,F,48000.0,48000.0
5760,Jose Erik Correa,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHV,Correa,Jose Erik,F,48000.0,48000.0
5761,Laurent Courtois,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHV,Courtois,Laurent,M,130000.0,218111.1133333333
5762,Marco Delgado,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHV,Delgado,Marco,M,44000.0,46500.0
5763,Jorge Villafana,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CHV,Villafana,Jorge,F,66000.0,67666.67
5764,Bernardo Anor,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Anor,Bernardo,M,44100.0,44100.0
5765,Dilaver Duka,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Duka,Dilaver,M,110000.0,243000.0
5766,Tommy Heinemann,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Heinemann,Tommy,F,47250.0,47250.0
5767,Sebastian Miranda,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Miranda,Sebastian,D,135000.0,140000.0
5768,Emilio Renteria,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Renteria,Emilio,F,132000.0,133875.0
5769,Aaron Schoenfeld,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Schoenfeld,Aaron,F,33750.0,33750.0
5770,Nemanja Vukovich,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,CLB,Vukovich,Nemanja,D,108000.0,125500.0
5771,David Armstrong,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,COL,Armstrong,David,M,44100.0,53564.29
5772,Jaime Castrillon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,COL,Castrillon,Jaime,M,50000.0,68375.0
5773,Luis Eduardo Schmidt,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,COL,Schmidt,Luis Eduardo,M-F,120000.0,139458.33
5774,Jair Benitez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DAL,Benitez,Jair,D,80000.0,80000.0
5775,Blas Perez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DAL,Perez,Blas,F,285000.0,309250.0
5776,Hernan Pertuz,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DAL,Pertuz,Hernan,D,84000.0,84000.0
5777,Carlos Rodriguez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DAL,Rodriguez,Carlos,D,55008.0,64383.0
5778,Michael Chabala,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DC,Chabala,Michael,M,75000.0,83333.33
5779,Michael Chabala,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Chabala,Michael,M,75000.0,83333.33
5780,Dwayne DeRosario,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DC,DeRosario,Dwayne,M,617857.0,663190.53
5781,Nick Deleon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DC,Deleon,Nick,M,44000.0,79000.0
5782,Lance Rozeboom,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,DC,Rozeboom,Lance,M,33756.0,33756.0
5783,Oscar Garcia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,HOU,Garcia,Oscar,F,120000.0,151250.0
5784,Andrew Hainault,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,HOU,Hainault,Andrew,D,150000.0,163125.0
5785,Oscar Recio,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,HOU,Recio,Oscar,D,33750.0,33750.0
5786,Colin Rolfe,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,HOU,Rolfe,Colin,F,44000.0,59000.0
5787,Olukorede Aiyegbusi,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,KC,Aiyegbusi,Olukorede,D,44100.0,44100.0
5788,Julio Cesar,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,KC,Cesar,Julio,D,252000.0,255750.0
5789,Aurelien Collin,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,KC,Collin,Aurelien,D,210000.0,216250.0
5790,Cyprian Hedrick,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,KC,Hedrick,Cyprian,M,33756.0,33756.0
5791,AJ DeLaGarza,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,90000.0,112500.0
5792,Rafael Garcia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Garcia,Rafael,M,33750.0,33750.0
5793, Juninho,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Juninho,,M,50000.0,65625.0
5794,Daniel Keat,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Keat,Daniel,M,46200.0,68700.0
5795,David Junior Lopes,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Lopes,David Junior,D,47250.0,47250.0
5796,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,90000.0,131250.0
5797,Christian Vilhelmsson,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Vilhelmsson,Christian,F,168000.0,190650.0
5798,Joseph Villareal,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,LA,Villareal,Joseph,M,33750.0,35625.0
5799,Gienir Garcia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,MTL,Garcia,Gienir,D,33750.0,33750.0
5800,Joshua Gardner,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,MTL,Gardner,Joshua,M,54120.0,54120.0
5801,Felipe Martins,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,MTL,Martins,Felipe,M,120000.0,120000.0
5802,Miguel Montano,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,MTL,Montano,Miguel,F,37166.666666666664,37166.666666666664
5803,Jerry Bengston,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Bengston,Jerry,F,120000.0,123420.0
5804,Fernando Cardenas,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Cardenas,Fernando,M/F,99996.0,99996.0
5805,Dmitry Imbongo,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Imbongo,Dmitry,F,70000.0,79874.96
5806,Jose Moreno,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Moreno,Jose,F,144000.0,149000.0
5807,Alec Purdie,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Purdie,Alec,F,33756.0,33756.0
5808,Bjorn Runstrom,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Runstrom,Bjorn,F,70008.0,76424.67
5809,AJ Soares,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NE,Soares,AJ,D,76450.0,116450.0
5810,Rodrigo Digao,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NY,Digao,Rodrigo,D,90000.0,90000.0
5811,Sebastian Le Toux,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NY,Le Toux,Sebastian,M,145000.0,169000.0
5812,Sebastian Le Toux,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,VAN,Le Toux,Sebastian,M,145000.0,169000.0
5813,Rafael Marquez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,NY,Marquez,Rafael,D,4600000.0,4600000.0
5814,Gabriel Gomez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,PHI,Gomez,Gabriel,M,275000.0,294702.5
5815,Porfirio Lopez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,PHI,Lopez,Porfirio,D,120000.0,125087.5
5816,Josue Martinez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,PHI,Martinez,Josue,F,65000.0,71062.5
5817,James McLaughlin,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,PHI,McLaughlin,James,M,48000.0,57000.0
5818,Carlos Valdes,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,268000.0,268000.0
5819,Krystian Witkowski,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,PHI,Witkowski,Krystian,F,44000.0,44000.04
5820,Fred Braun,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Braun,Fred,M,44000.0,44000.0
5821,Frederick Braun,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Braun,Frederick,M,44000.0,44000.0
5822,Mamdou Danso,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Danso,Mamdou,D,82500.0,82500.0
5823,Michael Fucito,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Fucito,Michael,MF,44100.0,44100.0
5824,Hanyer Mosquera,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Mosquera,Hanyer,D,75000.0,97500.0
