,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,Year,Season,GWA,HmA,RdA,A/90min,SOG%,FC,FS,OFF,YC,RC,Club_Dup,Last Name,First Name,POS_Dup,Base Salary,Guaranteed Compensation,Date
4449,Jelle Van Damme,LA,D,28,28,2436,0,4,24,2,0,0/0,0,0,0.00,0.0,2016,REG,1,3,1,0.15,8.3,44,15,3,9,0,LA,Van Damme,Jelle,D,"$425,000","$468,750.00",2016-09-15
4450,Marc Burch,MIN,D,28,27,2443,0,3,2,1,0,0/0,0,0,0.00,0.0,2016,REG,2,2,1,0.11,50.0,25,10,0,9,0,COL,Burch,Marc,D,"$120,000","$120,000.00",2016-09-15
4451,Rafael Ramos,CHI,D,12,12,1015,0,3,4,1,0,0/0,0,0,0.00,0.0,2016,REG,1,1,2,0.27,25.0,12,6,0,2,0,ORL,Ramos,Rafael,D,"$96,000","$96,000.00",2016-09-15
4452,Waylon Francis,SEA,D,19,13,1233,0,3,5,1,0,0/0,0,0,0.00,0.0,2016,REG,0,3,0,0.22,20.0,18,9,3,2,0,CLB,Francis,Waylon,D,"$200,000","$224,375.00",2016-09-15
4453,Luke Boden,ORL,D,20,19,1613,0,3,5,0,0,0/0,0,0,0.00,0.0,2016,REG,0,2,1,0.17,0.0,19,10,1,2,0,ORL,Boden,Luke,D,"$82,500","$82,500.00",2016-09-15
4454,Tony Beltran,RSL,D,29,27,2468,0,3,7,2,0,0/0,0,0,0.00,0.0,2016,REG,1,2,1,0.11,28.6,40,33,1,9,0,,,,,,,
4455,Brandon Vincent,CHI,D,26,24,2191,0,3,8,1,0,0/0,0,0,0.00,0.0,2016,REG,1,3,0,0.12,12.5,33,13,1,1,0,CHI,Vincent,Brandon,D,"$70,000","$91,875.00",2016-09-15
4456,Scott Caldwell,NE,M,32,31,2622,0,3,9,1,0,0/0,0,0,0.00,0.0,2016,REG,2,3,0,0.10,11.1,35,34,0,6,0,NE,Caldwell,Scott,M,"$100,000","$110,000.00",2016-09-15
4457,Rodrigo Ramos,CHI,D,21,16,1484,0,3,9,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,2,0.18,11.1,25,27,1,4,0,CHI,Ramos,Rodrigo,D,"$80,000","$84,000.00",2016-09-15
4458,Jermaine Taylor,POR,D,23,21,1841,0,3,9,2,0,0/0,0,0,0.00,0.0,2016,REG,1,1,2,0.15,22.2,27,4,2,4,0,POR,Taylor,Jermaine,D,"$150,000","$150,000.00",2016-09-15
4459,Matías Pérez García,ORL,F,27,19,1635,0,3,24,6,0,0/0,0,0,0.00,0.0,2016,REG,2,1,2,0.17,25.0,14,62,1,3,0,,,,,,,
4460,Michael Parkhurst,ATL,D,34,34,3036,0,2,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,1,0.06,0.0,11,18,0,2,1,CLB,Parkhurst,Michael,D,"$275,000","$300,000.00",2016-09-15
4461,Michael Stephens,CHI,M,17,11,948,0,2,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,2,0.19,0.0,5,4,0,1,0,CHI,Stephens,Michael,M,"$105,000","$115,000.00",2016-09-15
4462,Mark Bloom,TOR,D,7,5,339,0,2,2,1,0,0/0,0,0,0.00,0.0,2016,REG,1,2,0,0.53,50.0,4,4,0,1,0,TOR,Bloom,Mark,D,"$94,500","$101,848.89",2016-09-15
4463,Tyrone Mears,MIN,D,32,32,2835,0,2,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,1,0.06,0.0,33,22,1,3,0,SEA,Mears,Tyrone,D,"$175,000","$184,000.00",2016-09-15
4464,Donny Toia,OCS,M-D,17,15,1365,0,2,5,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,1,0.13,20.0,17,4,1,2,0,MTL,Toia,Donny,D,"$67,500","$67,500.00",2016-09-15
4465,Nicolai Naess,CLB,D,13,13,1156,0,2,6,3,0,0/0,0,0,0.00,0.0,2016,REG,1,1,1,0.16,50.0,8,11,0,0,0,CLB,Naess,Nicolai,D,"$200,004","$207,504.00",2016-09-15
4466,Chris Duvall,MTL,D,25,20,1889,0,2,9,1,0,0/0,0,0,0.00,0.0,2016,REG,1,2,0,0.10,11.1,19,26,1,4,1,NYRB,Duvall,Chris,D,"$63,000","$63,000.00",2016-09-15
4467,Cordell Cato,SJ ,F,21,15,1391,0,2,9,3,0,0/0,0,0,0.00,0.0,2016,REG,1,1,1,0.13,33.3,9,18,1,0,0,SJ,Cato,Cordell,M,"$112,500","$114,166.67",2016-09-15
4468,Aurélien Collin,NY,D,25,22,2067,0,2,10,3,0,0/0,0,0,0.00,0.0,2016,REG,2,1,1,0.09,30.0,37,16,3,7,1,,,,,,,
4469,Armando Cooper,TOR,M,6,4,390,0,2,11,3,0,0/0,0,0,0.00,0.0,2016,REG,1,2,0,0.46,27.3,8,19,0,0,0,TOR,Cooper,Armando,M,"$180,000","$193,333.33",2016-09-15
4470,Servando Carrasco,LA,M,31,21,2001,0,2,12,3,0,0/0,0,0,0.00,0.0,2016,REG,0,2,0,0.09,25.0,37,7,0,5,0,ORL,Carrasco,Servando,M,"$95,000","$99,625.00",2016-09-15
4471,Erik Friberg,SEA,M,25,18,1582,0,2,12,2,0,0/0,0,0,0.00,0.0,2016,REG,2,2,0,0.11,16.7,17,5,1,4,0,SEA,Friberg,Erik,M,"$240,000","$262,500.00",2016-09-15
4472,Jay Chapman,TOR,M,18,9,780,0,2,12,5,0,0/0,0,0,0.00,0.0,2016,REG,0,1,1,0.23,41.7,14,9,0,1,0,TOR,Chapman,Jay,M,"$75,000","$93,500.00",2016-09-15
4473,Benoit Cheyrou,TOR,M,14,9,800,0,2,13,2,0,0/0,0,0,0.00,0.0,2016,REG,1,1,1,0.23,15.4,9,3,0,2,1,TOR,Cheyrou,Benoit,M,"$150,000","$159,333.33",2016-09-15
4474,Sal Zizzo,NY,D,28,20,1920,0,2,18,5,0,0/0,0,0,0.00,0.0,2016,REG,1,1,1,0.09,27.8,15,13,3,2,0,NYRB,Zizzo,Sal,M,"$105,000","$105,000.00",2016-09-15
4475,Gilberto,CHI,F,9,8,641,0,2,23,4,0,0/0,0,0,0.00,0.0,2016,REG,1,2,0,0.28,17.4,7,10,4,0,0,,,,,,,
4476,Carlos Gruezo,DAL,M,27,26,2240,0,2,24,3,0,0/0,0,0,0.00,0.0,2016,REG,1,2,0,0.08,12.5,55,14,1,9,0,DAL,Gruezo,Carlos,M,"$450,000","$686,500.00",2016-09-15
4477,Darwin Cerén,HOU,M,28,23,2113,0,2,30,3,0,0/0,0,0,0.00,0.0,2016,REG,0,1,1,0.09,10.0,41,29,1,4,1,,,,,,,
4478,Kip Colvey,COL,D,4,3,315,0,1,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.29,0.0,1,3,0,0,0,SJ,Colvey,Kip,D,"$51,500","$51,499.92",2016-09-15
4479,Marvell Wynne,SJ ,D,32,31,2769,0,1,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.03,0.0,22,16,1,3,0,SJ,Wynne,Marvell,D,"$213,750","$224,375.00",2016-09-15
4480,Chance Myers,POR,D,11,6,559,0,1,1,0,0,0/0,0,0,0.00,0.0,2016,REG,1,1,0,0.16,0.0,6,5,2,1,0,KC,Myers,Chance,D,"$200,000","$225,000.00",2016-09-15
4481,Dave Romney,LA,D,10,8,730,0,1,1,0,0,0/0,0,0,0.00,0.0,2016,REG,1,0,1,0.12,0.0,4,7,0,1,0,,,,,,,
4482,Hadji Barry,ORL,F,8,4,293,0,1,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.31,0.0,4,4,0,0,0,ORL,Barry,Hadji,F,"$62,500","$67,062.50",2016-09-15
4483,Oniel Fisher,SEA,M-D,6,2,232,0,1,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.39,0.0,10,5,0,1,1,SEA,Fisher,Oniel,M-D,"$62,500","$62,500.00",2016-09-15
4484,Dennis Castillo,COL,D,4,1,123,0,1,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.73,0.0,3,2,0,1,0,COL,Castillo,Dennis,D,"$51,500","$51,500.04",2016-09-15
4485,Walter Restrepo,PHI,M,4,0,81,0,1,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,1.11,100.0,5,2,0,0,0,PHI,Restrepo,Walter,M,"$125,000","$139,500.00",2016-09-15
4486,Michael Harrington,CHI,D,19,16,1291,0,1,2,1,0,0/0,0,0,0.00,0.0,2016,REG,1,1,0,0.07,50.0,10,7,2,0,1,CHI,Harrington,Michael,D,"$125,000","$125,000.00",2016-09-15
4487,Raymon Gaddis,PHI,D,7,5,514,0,1,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.18,50.0,7,6,0,4,0,PHI,Gaddis,Raymon,D,"$150,000","$152,500.00",2016-09-15
4488,Josh Williams,CLB,D,15,11,918,0,1,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.10,0.0,7,3,0,0,1,TOR,Williams,Josh,D,"$131,250","$131,250.00",2016-09-15
4489,Steven Beitashour,LFC,D,29,29,2563,0,1,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.04,0.0,34,32,1,5,0,TOR,Beitashour,Steven,D,"$230,000","$244,000.00",2016-09-15
4490,Eric Alexander,HOU,M,22,15,1374,0,1,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.07,33.3,14,8,0,1,0,HOU,Alexander,Eric,M,"$165,000","$178,750.00",2016-09-15
4491,Andoni Iraola,NYC,D,29,25,2180,0,1,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.04,0.0,22,17,0,3,0,NYCFC,Iraola,Andoni,D,"$200,004","$200,004.00",2016-09-15
4492,Andrew Farrell,NE,D,33,32,2891,0,1,3,1,0,0/0,0,0,0.00,0.0,2016,REG,1,1,0,0.03,33.3,15,20,1,1,0,NE,Farrell,Andrew,D,"$148,500","$229,500.00",2016-09-15
4493,Diego Martinez,NYC,D,4,2,263,0,1,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.34,33.3,6,2,0,1,0,NYCFC,Martinez,Diego,D,"$135,000","$135,000.00",2016-09-15
4494,Eriq Zavaleta,TOR,D,15,14,1277,0,1,4,1,0,0/0,0,0,0.00,0.0,2016,REG,1,1,0,0.07,25.0,7,4,1,2,0,TOR,Zavaleta,Eriq,D,"$93,500","$124,100.00",2016-09-15
4495,Warren Creavalle,PHI,M,27,21,1807,0,1,4,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.05,0.0,33,21,0,5,1,PHI,Creavalle,Warren,M,"$118,000","$125,666.67",2016-09-15
4496,Jordi Quintilla,SKC,M,6,6,410,0,1,4,1,0,0/0,0,0,0.00,0.0,2016,REG,1,0,1,0.22,25.0,4,9,0,1,0,,,,,,,
4497,Sheanon Williams,HOU,D,22,20,1807,0,1,5,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.05,20.0,25,19,1,3,0,HOU,Williams,Sheanon,D,"$162,500","$171,500.00",2016-09-15
4498,Patrice Bernier,MTL,M,20,13,1185,0,1,5,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.08,0.0,22,12,1,4,0,MTL,Bernier,Patrice,M,"$95,000","$140,000.00",2016-09-15
4499,Paulo Nagamura,SKC,M,9,6,526,0,1,5,2,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.17,40.0,13,6,0,2,0,KC,Nagamura,Paulo,M,"$225,000","$225,000.00",2016-09-15
4500,John Stertzer,RSL,M,18,9,777,0,1,5,3,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.12,60.0,14,8,0,0,0,RSL,Stertzer,John,M,"$66,000","$75,166.67",2016-09-15
4501,Joao Meira,CHI,D-M,28,26,2284,0,1,6,2,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.04,33.3,35,27,0,6,0,CHI,Meira,Joao,D-M,"$110,000","$126,500.00",2016-09-15
4502,Alvas Powell,POR,D,23,23,2015,0,1,6,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.04,16.7,21,29,0,4,0,POR,Powell,Alvas,D,"$95,000","$103,700.00",2016-09-15
4503,Federico Bravo,NYC,M,21,11,1096,0,1,7,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.08,0.0,36,19,0,8,1,NYCFC,Bravo,Federico,M,"$110,000","$110,000.00",2016-09-15
4504,Eric Miller,COL,D,26,23,2118,0,1,7,2,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.04,28.6,24,11,4,3,1,COL,Miller,Eric,D,"$66,413","$77,412.50",2016-09-15
4505,Nick LaBrocca,CHI,M,12,5,514,0,1,8,3,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.18,37.5,13,12,0,3,0,CHI,LaBrocca,Nick,M,"$110,000","$110,000.00",2016-09-15
4506,Jordan Stewart,SJ ,D-M,15,14,1221,0,1,8,2,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.07,25.0,15,31,0,4,0,SJ,Stewart,Jordan,M-D,"$100,000","$100,000.00",2016-09-15
4507,Diego Chara,POR,M,30,30,2600,0,1,9,2,0,0/0,0,0,0.00,0.0,2016,REG,1,1,0,0.03,22.2,86,55,0,9,1,POR,Chara,Diego,M,"$150,000","$172,000.00",2016-09-15
4508,Wil Trapp,CLB,M,30,29,2543,0,1,10,0,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.04,0.0,34,25,0,5,0,CLB,Trapp,Wil,M,"$151,250","$178,250.00",2016-09-15
4509,Molham Babouli,TOR,F,16,6,647,0,1,10,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.14,10.0,11,6,3,1,0,,,,,,,
4510,Mikey Lopez,NYC,M,15,6,672,0,1,12,4,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.13,33.3,19,10,0,6,0,NYCFC,Lopez,Mikey,M,"$51,500","$51,500.00",2016-09-15
4511,Leo Fernandes,PHI,M,12,2,256,0,1,12,3,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.35,25.0,9,7,0,1,0,PHI,Fernandes,Leo,M,"$63,000","$63,000.00",2016-09-15
4512,Jalil Anibaba,HOU,D,30,28,2614,0,1,12,4,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.03,33.3,27,8,1,4,0,HOU,Anibaba,Jalil,D,"$62,500","$62,500.00",2016-09-15
4513,Ben Zemanski,POR,M,16,11,1010,0,1,12,1,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.09,8.3,10,12,0,2,0,POR,Zemanski,Ben,M,"$85,000","$89,000.00",2016-09-15
4514,Collen Warner,MIN,M,24,24,1979,0,1,12,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.05,0.0,41,18,0,2,0,HOU,Warner,Collen,M,"$146,934","$174,433.85",2016-09-15
4515,Micheal Azira,COL,M,31,28,2503,0,1,13,1,0,0/0,0,0,0.00,0.0,2016,REG,1,0,1,0.04,7.7,65,25,1,9,1,,,,,,,
4516,Hector Jimenez,CLB,M,25,14,1239,0,1,14,4,0,0/0,0,0,0.00,0.0,2016,REG,1,0,1,0.07,28.6,4,10,2,0,0,CLB,Jimenez,Hector,M,"$105,000","$105,000.00",2016-09-15
4517,Henok Goitom,SJ ,F,8,3,416,0,1,14,2,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.22,14.3,6,6,2,1,0,SJ,Goitom,Henok,F,"$682,800","$729,300.00",2016-09-15
4518,Chris Rolfe,DC,F,9,9,643,0,1,17,3,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.14,17.6,7,11,3,2,0,DC,Rolfe,Chris,F,"$257,500","$272,500.00",2016-09-15
4519,Erick Torres,HOU,F,11,4,401,0,1,17,3,0,0/0,0,0,0.00,0.0,2016,REG,1,1,0,0.22,17.6,9,9,1,1,0,HOU,Torres,Erick,F,"$575,000","$590,000.00",2016-09-15
4520,Connor Hallisey,SKC,F,17,12,1072,0,1,18,8,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.08,44.4,5,12,0,0,0,KC,Hallisey,Connor,M,"$63,000","$76,750.00",2016-09-15
4521,Maynor Figueroa,DAL,D,28,28,2434,0,1,21,4,0,0/0,0,0,0.00,0.0,2016,REG,1,0,1,0.04,19.0,27,11,1,7,1,DAL,Figueroa,Maynor,D,"$115,000","$138,333.33",2016-09-15
4522,Nelson Valdez,SEA,F,24,8,900,0,1,30,11,0,0/0,0,0,0.00,0.0,2016,REG,0,1,0,0.10,36.7,21,22,9,4,0,SEA,Valdez,Nelson,F,"$1,200,000","$1,455,000.00",2016-09-15
4523,Kyle Beckerman,RSL,M,27,27,2367,0,1,43,12,0,0/0,0,0,0.00,0.0,2016,REG,0,0,1,0.04,27.9,48,27,0,8,1,RSL,Beckerman,Kyle,M,"$675,000","$750,000.00",2016-09-15
4524,Sean St. Ledger,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,St. Ledger,Sean,D,"$191,875","$194,375.00",2016-09-15
4525,Conor Casey,CLB,F,4,0,35,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,0,0,0,1,CLB,Casey,Conor,F,"$105,000","$105,000.00",2016-09-15
4526,Nathan Sturgis,SEA,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,SEA,Sturgis,Nathan,M,"$62,508","$62,508.00",2016-09-15
4527,Mehdi Ballouchy,NYC,M,4,1,145,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,2,0,0,0,NYCFC,Ballouchy,Mehdi,M,"$71,663","$86,662.50",2016-09-15
4528,Jason Hernandez,NYC,D,31,26,2292,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,26,21,0,2,1,NYCFC,Hernandez,Jason,D,"$200,000","$210,000.00",2016-09-15
4529,Maurice Edu,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Edu,Maurice,M,"$725,000","$793,750.00",2016-09-15
4530,Steven Lenhart,SJ ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,SJ,Lenhart,Steven,F,"$170,000","$179,083.33",2016-09-15
4531,Markus Halsti,DC ,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4532,Andrea Mancini,DC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Mancini,Andrea,F,"$82,500","$82,500.00",2016-09-15
4533,Xavier Kouassi,NE ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,NE,Kouassi,Xavier,M,"$840,000","$890,541.75",2016-09-15
4534,Juan Ramirez,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4535,Marc Pelosi,SJ ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,SJ,Pelosi,Marc,M,"$72,000","$84,500.00",2016-09-15
4536,Paul Clowes,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4537,Ever Alvarado,HON,D,1,0,29,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,2,0,0,0,KC,Alvarado,Ever,D,"$51,500","$75,166.71",2016-09-15
4538,Rafael Garcia ,LA,D,6,2,269,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,2,0,1,0,,,,,,,
4539,Eric Gehrig,CHI,D,5,3,259,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,0,0,0,0,CHI,Gehrig,Eric,D,"$106,875","$112,708.33",2016-09-15
4540,Zach Pfeffer,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,Pfeffer,Zach,M,"$101,000","$101,000.00",2016-09-15
4541,Chris Korb,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Korb,Chris,D,"$108,900","$116,379.83",2016-09-15
4542,Michael Farfan,SEA,M,1,0,26,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,0,0,SEA,Farfan,Michael,M,"$80,000","$80,000.00",2016-09-15
4543,Ethan White,NYC,D,13,7,676,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,7,4,0,2,1,NYCFC,White,Ethan,D,"$62,500","$62,500.00",2016-09-15
4544,Moises Hernandez,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Hernandez,Moises,D,"$100,000","$105,000.00",2016-09-15
4545,Zach Loyd,DAL,D,12,10,919,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,4,13,0,1,0,DAL,Loyd,Zach,D,"$200,000","$221,666.67",2016-09-15
4546,Emil Larsen,CLB,M,3,0,31,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4547,Leonardo,HOU,D,4,4,360,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,8,1,0,0,0,,,,,,,
4548,Amobi Okugo,POR,D-M,4,2,227,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,3,0,0,0,POR,Okugo,Amobi,D-M,"$300,000","$325,000.00",2016-09-15
4549,Aubrey David,DAL,D,5,4,363,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,5,0,1,0,DAL,David,Aubrey,D,"$62,508","$83,674.67",2016-09-15
4550,Kevin Kratz,ATL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Kratz,Kevin,M,"$62,508","$76,758.00",2016-09-15
4551,Andres Romero,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,MTL,Romero,Andres,M,"$110,000","$110,000.00",2016-09-15
4552,Norberto Paparatto,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Paparatto,Norberto,D,"$175,000","$174,999.96",2016-09-15
4553,Michael Gamble,NE ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4554,Jalen Robinson,DC,D,4,3,271,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,2,0,0,0,DC,Robinson,Jalen,D,"$75,000","$87,000.00",2016-09-15
4555,Collin Martin,MIN,M,2,1,91,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,1,1,0,0,DC,Martin,Collin,M,"$75,000","$89,166.67",2016-09-15
4556,Andy Craven,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4557,Juan Esteban Ortiz,DAL,M,5,2,171,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,1,0,2,0,DAL,Ortiz,Juan Esteban,M,"$160,000","$204,500.00",2016-09-15
4558,Boyd Okwuonu,RSL,D,2,1,92,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,RSL,Okwuonu,Boyd,D,"$66,000","$86,000.00",2016-09-15
4559,Chris Klute,POR,D,8,8,709,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,8,0,1,1,0,POR,Klute,Chris,D,"$86,625","$91,921.80",2016-09-15
4560,Benji Joya,SKC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4561,Chad Barson,CLB,D,7,3,326,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,4,5,0,0,0,CLB,Barson,Chad,D,"$63,000","$63,000.00",2016-09-15
4562,Michael Seaton,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4563,Mikey Ambrose,ATL,D,5,4,405,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,4,4,0,1,0,ORL,Ambrose,Mikey,D,"$62,496","$62,496.00",2016-09-15
4564,Oscar Sorto,LA ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,LA,Sorto,Oscar,D,"$63,000","$64,875.00",2016-09-15
4565,Gbenga Arokoyo,ATL,D,1,0,23,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Arokoyo,Gbenga,D,"$90,000","$110,600.00",2016-09-15
4566,Jose Villarreal,OCS,F,3,0,17,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,1,0,LA,Villarreal,Jose,F,"$90,000","$90,000.00",2016-09-15
4567,Kevin Garcia,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Garcia,Kevin,D,"$62,508","$62,508.00",2016-09-15
4568,Cole Seiler,VAN,D,2,2,180,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,0,0,0,0,VAN,Seiler,Cole,D,"$51,500","$51,500.00",2016-09-15
4569,Zach Carroll,NY,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4570,Brandon Allen,NY,F,1,0,7,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,1,0,0,NYRB,Allen,Brandon,F,"$62,500","$62,500.00",2016-09-15
4571,Sebastien Ibeagha,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Ibeagha,Sebastien,D,"$62,500","$62,500.00",2016-09-15
4572,Christian Dean,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,VAN,Dean,Christian,D,"$110,000","$191,000.00",2016-09-15
