,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
6331,Bryan De La Fuente,CHV,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,De La Fuente,Bryan,50400.0,52200.0,2011-09-01
6332,Kyle Davies,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Davies,Kyle,50004.0,52566.5,2011-09-01
6333,Paolo Cardozo,LA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cardozo,Paolo,42000.0,53250.0,2011-09-01
6334,Diego Fagundez,NE,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Fagundez,Diego,52500.0,53500.0,2011-09-01
6335,Milton Caraglio,NE,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Caraglio,Milton,54000.0,54000.0,2011-09-01
6336,Leandre Griffit,TOR,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Griffit,Leandre,55000.0,55000.0,2011-09-01
6337,Francisco Mendoza,CHV,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Mendoza,Francisco,55000.0,55000.0,2011-09-01
6338,Luke Sassano,KC,M-D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Sassano,Luke,51600.0,55025.0,2011-09-01
6339,Collen Warner,RSL,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Warner,Collen,42000.0,55750.0,2011-09-01
6340,John Rooney,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Rooney,John,48000.0,58000.0,2011-09-01
6341,Zack Schilawski,NE,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Schilawski,Zack,49875.0,59875.0,2011-09-01
6342,Pat Phelan,NE,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Phelan,Pat,60000.0,60000.0,2011-09-01
6343,Donny Toia,RSL,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Toia,Donny,45000.0,60000.0,2011-09-01
6344,Anthony Wallace,COL,D-M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Wallace,Anthony,60375.0,60375.0,2011-09-01
6345,Tim Ward,SJ,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ward,Tim,60500.0,60500.0,2011-09-01
6346,Jorge Flores,CHV,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Flores,Jorge,60000.0,61666.67,2011-09-01
6347,Peter Lowry,POR,F-M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Lowry,Peter,60000.0,61666.67,2011-09-01
6348,Darrius Barnes,NE,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Barnes,Darrius,60500.0,61750.0,2011-09-01
6349,Kellen Gulley,CHI,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gulley,Kellen,48000.0,62000.0,2011-09-01
6350,Tim Ream,NY,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ream,Tim,55125.0,62625.0,2011-09-01
6351,Jordan Harvey,VAN,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Harvey,Jordan,61875.0,63125.0,2011-09-01
6352,Kurt Morsink,DC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Morsink,Kurt,62000.0,63500.0,2011-09-01
6353,Ibrahim Diop,KC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Diop,Ibrahim,60000.0,64250.0,2011-09-01
6354,Daniel Keat,LA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Keat,Daniel,42000.0,64500.0,2011-09-01
6355,Terry Dunfield,TFC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Dunfield,Terry,65000.0,65000.0,2011-09-01
6356,Justin Meram,CLB,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Meram,Justin,42000.0,66375.0,2011-09-01
6357,Conor Shanosky,DC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Shanosky,Conor,55000.0,69218.83,2011-09-01
6358,Matt Besler,KC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Besler,Matt,58410.0,69660.0,2011-09-01
6359,Daniel Gargan,CHI,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gargan,Daniel,70000.0,70000.0,2011-09-01
6360,Jed Zayner,DC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Zayner,Jed,66500.0,70375.0,2011-09-01
6361,Ethan White,DC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,White,Ethan,55000.0,71000.0,2011-09-01
6362,Ryan Cochrane,NE,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cochrane,Ryan,70000.0,71666.67,2011-09-01
6363,Andre Luiz Moreira,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Luiz Moreira,Andre,72000.0,72000.0,2011-09-01
6364,Stephen McCarthy,NE,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,McCarthy,Stephen,42000.0,73250.0,2011-09-01
6365,Sal Zizzo,POR,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Zizzo,Sal,65000.0,73250.0,2011-09-01
6366,Ty Harden,TFC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Harden,Ty,65000.0,73666.67,2011-09-01
6367,Mamdou Danso,POR,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Danso,Mamdou,75000.0,75000.0,2011-09-01
6368,Carl Robinson,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Robinson,Carl,75000.0,75000.0,2011-09-01
6369,Michael Chabala,POR,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Chabala,Michael,67500.0,75833.33,2011-09-01
6370,Jack McBean,LA,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,McBean,Jack,55000.0,76000.0,2011-09-01
6371,AJ DeLaGarza,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,DeLaGarza,AJ,55100.0,77600.0,2011-09-01
6372,Michael Tetteh,SEA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Tetteh,Michael,60000.0,77663.06,2011-09-01
6373,Simon Elliot,CHV,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Elliot,Simon,75000.0,79000.0,2011-09-01
6374,Kenny Mansally,NE,F-M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Mansally,Kenny,71500.0,79000.0,2011-09-01
6375,Michael Stephens,LA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Stephens,Michael,57750.0,79000.0,2011-09-01
6376,Stephane Auvray,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Auvray,Stephane,60000.0,80000.0,2011-09-01
6377,Atiba Harris,VAN,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Harris,Atiba,77590.0,80590.0,2011-09-01
6378,Mikael Yourassowsky,TFC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Yourassowsky,Mikael,80004.0,81670.67,2011-09-01
6379,Jalil Anibaba,CHI,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Anibaba,Jalil,42000.0,82000.0,2011-09-01
6380,Marcos Paulo,NY,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Paulo,Marcos,82000.0,82000.0,2011-09-01
6381,AJ Soares,NE,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Soares,AJ,42000.0,82000.0,2011-09-01
6382,Austin Da Luz,DC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Da Luz,Austin,44000.0,82375.0,2011-09-01
6383,Joey Gjertsen,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gjertsen,Joey,75000.0,83625.0,2011-09-01
6384,Juan Agudelo,NY,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Agudelo,Juan,55000.0,85000.0,2011-09-01
6385,Patrick Ianni,SEA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ianni,Patrick,85050.0,85050.0,2011-09-01
6386,Wells Thompson,COL,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Thompson,Wells,77500.0,85625.0,2011-09-01
6387,Jovan Kirovski,LA,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Kirovski,Jovan,84000.0,86000.0,2011-09-01
6388,Nick Soolsma,TFC,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Soolsma,Nick,86004.0,86004.0,2011-09-01
6389,Lovel Palmer,POR,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Palmer,Lovel,75000.0,86250.0,2011-09-01
6390,Sainey Nyassi,NE,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Nyassi,Sainey,80000.0,86750.0,2011-09-01
6391,Andy Iro,TOR,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Iro,Andy,68596.0,87346.0,2011-09-01
6392,Chance Myers,KC,D-M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Myers,Chance,72000.0,87666.67,2011-09-01
6393,Eddie Johnson,POR,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Johnson,Eddie,80000.0,88000.0,2011-09-01
6394,Nathan Sturgis,TFC,D-M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Sturgis,Nathan,85000.0,89250.0,2011-09-01
6395,Richard Eckersley,TFC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Eckersley,Richard,75000.0,90000.0,2011-09-01
6396,Veljko Paunovic,PHI,M/F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Paunovic,Veljko,90000.0,90000.0,2011-09-01
6397,Je-Vaughn Watson,HOU,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Watson,Je-Vaughn,75000.0,91875.0,2011-09-01
6398,Elbekay Bouchiba,TFC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Bouchiba,Elbekay,92004.0,92004.0,2011-09-01
6399,Corey Hertzog,NY,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hertzog,Corey,65000.0,93500.0,2011-09-01
6400,Gregg Berhalter,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Berhalter,Gregg,96000.0,96000.0,2011-09-01
6401,Frankie Hejduk,LA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hejduk,Frankie,96000.0,96000.0,2011-09-01
6402,Javier Martina,TFC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Martina,Javier,89460.0,96140.75,2011-09-01
6403,Alan Gordon,SJ,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gordon,Alan,96504.0,96504.0,2011-09-01
6404,Zach Loyd,DAL,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Loyd,Zach,52250.0,96875.0,2011-09-01
6405,Dominic Oduro,CHI,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Oduro,Dominic,95004.0,97004.0,2011-09-01
6406,Marc Burch,DC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Burch,Marc,95000.0,97500.0,2011-09-01
6407,Kheli Dube,NE,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Dube,Kheli,90000.0,99000.0,2011-09-01
6408,Milos Stojcev,KC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Stojcev,Milos,90000.0,99000.0,2011-09-01
6409,Mariano Trujillo,CHV,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Trujillo,Mariano,99225.0,99225.0,2011-09-01
6410,Roy Miller,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Miller,Roy,99996.0,99996.0,2011-09-01
6411,Juninho Gomes,LA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gomes,Juninho,90000.0,100000.0,2011-09-01
6412,Leonardo Ribeiro Da Silva,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ribeiro Da Silva,Leonardo,90000.0,100000.0,2011-09-01
6413,Dasan Robinson,TFC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Robinson,Dasan,97500.0,100000.0,2011-09-01
6414,Carlos Mendes,NY,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Mendes,Carlos,98175.0,101300.0,2011-09-01
6415,Eddy Viator,TFC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Viator,Eddy,90000.0,101875.0,2011-09-01
6416,Chris Albright,NY,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Albright,Chris,100800.0,104133.33,2011-09-01
6417,Franco Coria,NE,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Coria,Franco,100000.0,105000.0,2011-09-01
6418,Mike Magee,LA,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Magee,Mike,102850.0,105350.0,2011-09-01
6419,Jackson Goncalves,DAL,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Goncalves,Jackson,84000.0,105375.0,2011-09-01
6420,Chris Leitch,SJ,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Leitch,Chris,106050.0,106050.0,2011-09-01
6421,Leonardo Gonzalez,SEA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gonzalez,Leonardo,110000.0,110000.0,2011-09-01
6422,Sean Franklin,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Franklin,Sean,97389.0,111139.0,2011-09-01
6423,Sam Cronin,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cronin,Sam,63250.0,111250.0,2011-09-01
6424,Sebastian Miranda,CLB,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Miranda,Sebastian,110000.0,115000.0,2011-09-01
6425,Craig Rocastle,KC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Rocastle,Craig,110000.0,116062.5,2011-09-01
6426,Santino Quaranta,DC,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Quaranta,Santino,115000.0,117500.0,2011-09-01
6427,Brian Nielsen,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Nielsen,Brian,120000.0,120000.0,2011-09-01
6428,Emilio Renteria,CLB,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Renteria,Emilio,120000.0,121875.0,2011-09-01
6429,Danny Cruz,HOU,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cruz,Danny,80000.0,123000.0,2011-09-01
6430,Baggio Husidic,CHI,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Husidic,Baggio,82500.0,124500.0,2011-09-01
6431,Will Bruin,HOU,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Bruin,Will,80000.0,125000.0,2011-09-01
6432,Joel Lindpere,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Lindpere,Joel,90000.0,125000.0,2011-09-01
6433,Mehdi Ballouchy,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ballouchy,Mehdi,125625.0,125625.0,2011-09-01
6434,Brek Shea,DAL,M-D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Shea,Brek,100000.0,128000.0,2011-09-01
6435,Jeremy Hall,DAL,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hall,Jeremy,80000.0,129000.0,2011-09-01
6436,Peri Marosevic,TFC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Marosevic,Peri,80000.0,129000.0,2011-09-01
6437,Ryan Johnson,TFC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Johnson,Ryan,131250.0,131250.0,2011-09-01
6438,Zarek Valentin,CHV,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Valentin,Zarek,80000.0,132000.0,2011-09-01
6439,Adrian Cann,TFC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cann,Adrian,123996.0,132746.0,2011-09-01
6440,Eric Avila,TFC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Avila,Eric,100000.0,133000.0,2011-09-01
6441,Roger Espinoza,KC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Espinoza,Roger,100000.0,133750.0,2011-09-01
6442,Robbie Russell,RSL,D-M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Russell,Robbie,128250.0,134001.43,2011-09-01
6443,Brad Evans,SEA,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Evans,Brad,121000.0,134750.0,2011-09-01
6444,Jack McInerney,PHI,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,McInerney,Jack,71250.0,135416.67,2011-09-01
6445,Anthony Beltran,RSL,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Beltran,Anthony,100000.0,135500.0,2011-09-01
6446,John Kennedy Hurtado,SEA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hurtado,John Kennedy,135000.0,136000.0,2011-09-01
6447,Chris Pontius,DC,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Pontius,Chris,125000.0,136250.0,2011-09-01
6448,Michael Harrington,KC,M-D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Harrington,Michael,110000.0,136833.33,2011-09-01
6449,Rodney Wallace,POR,M-D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Wallace,Rodney,90000.0,139000.0,2011-09-01
6450,Robbie Rogers,CLB,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Rogers,Robbie,140000.0,140000.0,2011-09-01
6451,Todd Dunivant,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Dunivant,Todd,135000.0,141750.0,2011-09-01
6452,Ryan Smith,KC,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Smith,Ryan,140000.0,144375.0,2011-09-01
6453,Michael Umana,CHV,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Umana,Michael,138000.0,145500.0,2011-09-01
6454,Andrew Hainault,HOU,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hainault,Andrew,135000.0,148125.0,2011-09-01
6455,Perry Kitchen,DC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Kitchen,Perry,62750.0,148200.0,2011-09-01
6456,Kevin Alston,NE,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Alston,Kevin,100000.0,149000.0,2011-09-01
6457,Jason Hernandez,SJ,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hernandez,Jason,150000.0,150000.0,2011-09-01
6458,Jacob Peterson,SJ,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Peterson,Jacob,142500.0,150775.0,2011-09-01
6459,Jeffrey Cunningham,CLB,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cunningham,Jeffrey,140000.0,152500.0,2011-09-01
6460,Andy Najar,DC,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Najar,Andy,125000.0,155800.0,2011-09-01
6461,Joseph Ngwenya,DC,M/F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ngwenya,Joseph,156000.0,156000.0,2011-09-01
6462,Dane Richards,NY,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Richards,Dane,145000.0,156500.0,2011-09-01
6463,Scott Sealy,SJ,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Sealy,Scott,150000.0,157000.0,2011-09-01
6464,Chris Birchall,LA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Birchall,Chris,144000.0,157125.0,2011-09-01
6465,Jack Jewsbury,POR,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Jewsbury,Jack,155000.0,158166.67,2011-09-01
6466,Pavel Pardo,CHI,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Pardo,Pavel,129996.0,159996.0,2011-09-01
6467,Josh Wolff,DC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Wolff,Josh,160000.0,160000.0,2011-09-01
6468,Teemu Tainio,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Tainio,Teemu,159996.0,164996.0,2011-09-01
6469,Jeff Larentowicz,COL,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Larentowicz,Jeff,165000.0,165000.0,2011-09-01
6470,Amobi Okugo,PHI,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Okugo,Amobi,85000.0,168000.0,2011-09-01
6471,Omar Bravo,KC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Bravo,Omar,120000.0,170000.0,2011-09-01
6472,Jair Benitez,DAL,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Benitez,Jair,150000.0,171250.0,2011-09-01
6473,Daniel Hernandez,DAL,M-D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hernandez,Daniel,160000.0,172500.0,2011-09-01
6474,Shavar Thomas,KC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Thomas,Shavar,160000.0,174375.0,2011-09-01
6475,Jamison Olave,RSL,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Olave,Jamison,124992.0,174992.0,2011-09-01
6476,Dax McCarty,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,McCarty,Dax,155000.0,175000.0,2011-09-01
6477,Chris Wondolowski,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Wondolowski,Chris,175000.0,175000.0,2011-09-01
6478,Ramiro Corrales,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Corrales,Ramiro,165000.0,175625.0,2011-09-01
6479,Drew Moor,COL,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Moor,Drew,159720.0,176908.89,2011-09-01
6480,Khari Stephenson,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Stephenson,Khari,165000.0,178333.33,2011-09-01
6481,Sebastian Le Toux,PHI,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Le Toux,Sebastian,155000.0,179000.0,2011-09-01
6482,Clyde Simms,DC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Simms,Clyde,173250.0,179250.0,2011-09-01
6483,Luke Rodgers,NY,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Rodgers,Luke,180000.0,180000.0,2011-09-01
6484,Jan Gunnar Solli,NY,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Solli,Jan Gunnar,180000.0,180000.0,2011-09-01
6485,Carlos Valdes,PHI,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Valdes,Carlos,180000.0,180000.0,2011-09-01
6486,Teal Bunbury,KC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Bunbury,Teal,85000.0,183000.0,2011-09-01
6487,Ike Opara,SJ,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Opara,Ike,100000.0,185900.0,2011-09-01
6488,Steve Zakuani,SEA,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Zakuani,Steve,90000.0,188000.0,2011-09-01
6489,Patrick Nyarko,CHI,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Nyarko,Patrick,110000.0,190000.0,2011-09-01
6490,Aurelien Collin,KC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Collin,Aurelien,185004.0,191254.0,2011-09-01
6491,Juan Diego Gonzalez,PHI,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gonzalez,Juan Diego,189000.0,193462.5,2011-09-01
6492,Tony Tchani,CLB,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Tchani,Tony,90000.0,194000.0,2011-09-01
6493,Omar Gonzalez,LA,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gonzalez,Omar,120000.0,197000.0,2011-09-01
6494,Brian Mullan,COL,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Mullan,Brian,190000.0,199312.5,2011-09-01
6495,Darlington Nagbe,POR,M/F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Nagbe,Darlington,65000.0,201000.0,2011-09-01
6496,Dejan Jakovic,DC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Jakovic,Dejan,181600.0,201643.0,2011-09-01
6497,Arturo Alvarez,RSL,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Alvarez,Arturo,192585.0,201922.5,2011-09-01
6498,Kei Kamara,KC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Kamara,Kei,200000.0,202500.0,2011-09-01
6499,Laurent Courtois,CHV,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Courtois,Laurent,60000.0,206000.0,2011-09-01
6500,Eddie Gaven,CLB,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gaven,Eddie,209633.0,209633.0,2011-09-01
6501,Julio Cesar,KC,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cesar,Julio,210000.0,213750.0,2011-09-01
6502,Dilaver Duka,CLB,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Duka,Dilaver,90000.0,223000.0,2011-09-01
6503,Will Johnson,RSL,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Johnson,Will,225000.0,225000.0,2011-09-01
6504,Chad Barrett,LA,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Barrett,Chad,192000.0,225333.33,2011-09-01
6505,Monsef Zerka,NE,M-F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Zerka,Monsef,216000.0,226000.0,2011-09-01
6506,Charlie Davies,DC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Davies,Charlie,184620.0,244870.0,2011-09-01
6507,Geoff Cameron,HOU,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cameron,Geoff,220000.0,245000.0,2011-09-01
6508,Pablo Mastroeni,COL,M-D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Mastroeni,Pablo,240000.0,245000.0,2011-09-01
6509,Davy Arnaud,KC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Arnaud,Davy,250000.0,258750.0,2011-09-01
6510,Radivoje Lekic,NE,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Lekic,Radivoje,275004.0,275004.0,2011-09-01
6511,Davide Chiumiento,VAN,M/F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Chiumiento,Davide,280000.0,280000.0,2011-09-01
6512,Chad Marshall,CLB,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Marshall,Chad,250000.0,320000.0,2011-09-01
6513,Bobby Convey,SJ,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Convey,Bobby,313500.0,336000.0,2011-09-01
6514,Benny Feilhaber,NE,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Feilhaber,Benny,300000.0,346000.0,2011-09-01
6515,Jay Demerit,VAN,D,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Demerit,Jay,300000.0,350000.0,2011-09-01
6516,Alvaro Fernandez,SEA,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Fernandez,Alvaro,300000.0,366666.67,2011-09-01
6517,Mustapha Jarju,VAN,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Jarju,Mustapha,400008.0,426883.0,2011-09-01
6518, Jeferson,KC,F,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Jeferson,,429996.0,484996.0,2011-09-01
6519,Dwayne DeRosario,DC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,DeRosario,Dwayne,425000.0,493750.0,2011-09-01
6520,Shalrie Joseph,NE,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Joseph,Shalrie,475000.0,500000.0,2011-09-01
6521,Branko Boskovic,DC,M,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Boskovic,Branko,389167.0,525366.67,2011-09-01
